scores,avg_score,types,date,room,useful,comments
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,家庭亲子,2018年06月入住,,0,周末看不到任何海景，感觉周围的都是烂尾楼，内部设施陈旧，太古老了，室内采光差，灯光有很哈灰暗，很多照明都坏掉了，游泳池不开放，下次绝对不选择这里了，可能还不去对面的快捷酒店
"位置:2.0,设施:1.0,服务:2.0,卫生:2.0",1.8,家庭亲子,2018年08月入住,,0,空调都是坏的，订不了，叫我们退房间，服务差，只有差，设施不齐全，那么热，潮湿，床也坏的，理由是发动机被水淹了……
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,,0,很好的酒店，离景区比较近！周边商圈也都比较方便！去广场喂海鸥和威尼斯水城都不远，孩子们最喜欢喂海鸥。
"位置:4.0,设施:3.0,服务:3.0,卫生:4.0",3.5,家庭亲子,2018年08月入住,,0,设施陈旧，房间比较大，大厅不在一层需要去27楼办理入住，刚到酒店一层的时候没人接待找了一会自己摸到27楼才办理的入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2018年07月入住,,0,酒店环境很好，前台也很棒。订的房间能看见海，而且房间很大，用品也很全，性价比很高了。周边购物吃饭都很方便，有机会还会订
"位置:4.0,设施:1.0,服务:4.0,卫生:4.0",3.3,家庭亲子,2018年07月入住,,0,酒店太陈旧，电梯里很臭，餐厅吃的很差，不建议入住，不知道搜索五星级酒店的时候为什么第一个跳出来的是这家酒店？
"位置:4.0,设施:5.0,服务:4.0,卫生:4.0",4.3,家庭亲子,2018年07月入住,,0,不愧老豪华型酒店，设施有点陈旧但可见夕日豪华，每层均配会客室，房间面积超大，观光电梯挺有特色！性价比高！
"位置:5.0,设施:2.0,服务:5.0,卫生:5.0",4.3,独自旅行,2018年05月入住,,,这个酒店，环境还可以，我刚开始订的是贵宾海景房，进去了一看只是名字叫海景宾馆，根本看不到海景，又换了一个标间能看到海的房间，这是与图文不符的一面，再说说房间吧台灯开着插座就有电能给手机充电，睡一晚上开了一夜台灯真的太难受，说完房间了再说说介绍的设施吧也是我来到这里的原因就是旋转餐厅，这个旋转餐厅都已经二年多不干了，这不是骗人吗本想海景旋转餐厅很好哎可惜了
"位置:5.0,设施:3.0,服务:5.0,卫生:4.0",4.3,商务出差,2018年05月入住,,0,性价比不错 住的还可以 待改善有几点 酒店客梯太少 楼层房间指引不清晰 马桶有水渍 卫生细节有待提示 开发票需要手打 速度慢  早餐较简单
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年03月入住,,,服务热情，价钱合理，一室一厅很安静，住了几天，周围吃东西方便，离音乐广场很近，值得入住
"位置:4.0,设施:3.0,服务:3.0,卫生:4.0",3.5,商务出差,2018年09月入住,,0,本来预定两天，但最终住一天就赶紧退房了......Wi-Fi根本没法用..没法上网，无法工作..希望以后有所改善……
"位置:5.0,设施:3.0,服务:5.0,卫生:4.0",4.3,家庭亲子,2018年10月入住,,0,有两个灯不亮 整体设备老旧  卫生有些不干净 有个梳妆台正对着床有些别扭 其他还好
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,独自旅行,2018年08月入住,,0,空调轰鸣声，声声震耳；房内闷热时，时时流汗。装修偏老化，视野未开阔。唯有安全与卫生，总算还是有保障。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年06月入住,,,酒店真的不错，房间很大，设施齐全，位置好，离大连港很近！
"位置:3.0,设施:3.0,服务:3.0,卫生:4.0",3.3,家庭亲子,2018年05月入住,,,周围高楼林立，根本看不到海，不知道为何取了这个名字！大堂竟然在27层，洗澡时水会从卫生间渗出流到了门厅，自助早餐品种单调
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,其它,2018年09月入住,,0,安静舒适出行方便
"位置:2.0,设施:2.0,服务:3.0,卫生:3.0",2.5,独自旅行,2018年09月入住,,0,设施陈旧，介绍有健身房，才预定该酒店，结果到了说被瑜伽馆承包，失望
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,家庭亲子,2018年06月入住,,0,比较老式的酒店，空调制冷效果不是很好。服务还不错，免费停车，还有双早餐也很全面。周边有小型超市、各种餐馆很便利。
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,情侣出游,2018年08月入住,,0,划重点，酒店居然空调是坏的，问什么时候修好给我的答复居然是未知，晚上睡得热死了
"位置:4.0,设施:2.0,服务:2.0,卫生:4.0",3,商务出差,2017年12月入住,,,因为是工作，位置偏了点，往南走500米有个金碧辉煌串吧非常不错👍！酒店比较陈旧，浴巾都烂边了，除了前台没见过服务员！早餐最坑！48元不如对面的锦江之星，那个才18元！前台服务员坐那看电视剧，业务不熟练，不推荐！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年07月入住,,0,酒店位置离星海广场比较近 套房的面积跟同酒店是比较大 适合商旅出差 也有停车场 周边吃的多 总体还好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,,0,确实有海景还能看到军舰，房间也是真的大，蛮好的
"位置:3.0,设施:2.0,服务:2.0,卫生:3.0",2.5,情侣出游,2018年10月入住,,0,房间老旧 第二天隔壁六点就施工窗户隔音一点都不好 吵到睡不着
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年09月入住,,0,真的很好！环境特别的好！住的很舒服！下次还会入住！服务态度都很好！很赞！棒棒哒！这个酒店真的很干净。
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2018年09月入住,,0,一般快捷都赶不上的酒店，卫生环境不敢恭维，去过的人都会认为是被欺骗了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年04月入住,,0,房间很大，但是因为靠海景一面有新的楼层在建，所以其实并没有办法看到海景。\n酒店吃的很棒，服务态度也好，算是老式的4星酒店了。\n电梯是插卡运行的，有时候不是很灵敏。
"位置:5.0,设施:3.0,服务:5.0,卫生:5.0",4.5,情侣出游,2018年07月入住,,0,还不错，就刚开门一插房卡门口灯泡爆了，这就是迎接客人的方式？让人很不舒服，还有就是修理师来的太慢了，
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2018年07月入住,,,环境不错 出行方便 到每个景点都很很方便 附近好吃的东西很多 但是房间空调太不给力 热啊
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,,0,单间很高景色不错
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,情侣出游,2018年09月入住,,0,周围东西不多，而且前台在27楼，只有上面几层是酒店的。但是房间是真的大
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年06月入住,,0,位置好，离景點近，比較安靜，附近地铁，火車站都比較近，海边公园可以看喷泉，展览館也可以參观学习一下下
"位置:5.0,设施:3.0,服务:3.0,卫生:4.0",3.8,商务出差,2018年08月入住,,0,建议夏天不要选择，晚上都被热醒了两三次，春秋的话由于风景很不错，可以入住
"位置:3.0,设施:2.0,服务:2.0,卫生:2.0",2.3,独自旅行,2018年10月入住,,0,一般吧，说是有海景房，到了以后根本没有海景房，还死贵，设备老旧，体验一般
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,家庭亲子,2018年02月入住,,0,房间挺大的，里外屋，与隔壁是联通套。一家三口特别合适，有住宿免费停车场，距地铁也很近，只是比较老的酒店。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,,0,这房间很大，服务员很热心。就是设施陈旧了点，但很好的一家酒店，尤其是早上自助餐服务员服务到位，很热心。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年05月入住,,0,老五星酒店了，设施服务一流，早餐丰富，就是前台在27楼很不方便，如果常去还好，知道怎么走，第一次去有点懵！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年07月入住,,0,位置方便，闹中取静，服务态度好！下次还住。\n#设施齐全# \n#环境超好# \n#房间干净# \n#绝佳位置# \n#完美服务#
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,家庭亲子,2018年06月入住,,0,老牌五星酒店，服务不错，第二晚免费调为海景房，房间超大，很划算，很赞！但是设施确实有点陈旧了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年06月入住,,0,看郭德纲专场是住的酒店。嗯，还蛮高楼层的，还行吧。还有一些吃的东西还行吧，然后主要是离那个看演出的地方近。
"位置:5.0,设施:4.0,服务:4.0,卫生:3.0",4,商务出差,2018年06月入住,,0,酒店地理位置在大连挺好算是不错了，空间也比较大。浴室太老旧，空调竟然不好用！好在服务员给了风扇。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,,0,房间有些旧，但是很大，设施也比较齐全，交通方便，总体感觉还不错。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年03月入住,,,太喜歡這個酒店了。景觀美可以看到海景。生活機能方便。服務態度特別的好。房間舒適漂亮乾淨。下次一定還會入住
"位置:3.0,设施:4.0,服务:5.0,卫生:5.0",4.3,其它,2018年01月入住,,0,就旅游淡季性而言，价比很高，服务很贴心，房间面积不小，但市区内附近吃饭等稍微有不便，房间稍微旧但十分尸净
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,商务出差,2018年04月入住,,0,"房间面积挺大，但是设施有点陈旧了,尤其是入住那天白天停水，造成很大不方便，希望订房时能预先获悉此消息。"
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年04月入住,,0,老式五星，设施有些陈旧。但房间很大，楼层很高。就价格而言，性价比超高了！位置一般，服务人员还帮忙免费换了海景房。
"位置:3.0,设施:4.0,服务:3.0,卫生:1.0",2.8,商务出差,2018年06月入住,,0,卫生比较差，需要出售的物品上面积了一层灰，房间角落也是前面客人留下的垃圾。
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2018年09月入住,,0,#空调#有点不够，设施有点陈旧，早餐还算可以，房间够大，位置也不错！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年07月入住,,0,挺好的老牌5星酒店，价格实在，下次去还会选择这里，有停车场，位置也挺好的。
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,商务出差,2018年04月入住,,0,酒店很一般，大堂在顶楼，办完入住再下楼，电梯的年头久了一点，还是外飘的，很害怕！早餐一般，能吃，但花样很少！
