scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年08月入住,标准间,,酒店在红梅，有很多吃的，韩餐尤其多，位置很不错。早餐种类，比较丰富，口味也不错。前台很热心，我要赶飞机，来不及吃早餐，主动要给打包面包及酸奶带着。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准间,,对于价格来说房间不错，电梯和走廊有点发霉的味道。早餐没有在酒店吃，因为旁边吃早餐很方便也很便宜！推荐入住！
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年09月入住,豪华标准间,0,酒店位置不错，附近吃饭方便，对面就有一个永和豆浆，便宜又好吃，酒店设施也不错，安排的水床，很舒服，早餐也丰富，对的起这个价钱，赞
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,标准间,,   酒店位置交通方便，  商务出差帮客户订的房间干净整洁，价钱不贵 。客户很满意，下次来还会再住进来。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华标准间,,酒店有点老，但卫生干净，就是隔音不是很好，前台服务员态度非常好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,标准间,0,每次出差都住这家，服务很好，自助餐不错
"位置:4.0,设施:4.0,服务:3.0,卫生:4.0",3.8,商务出差,2018年07月入住,豪华标准间,0,入住条件还可以，卫生情况也还不错。\n两点不满意，1，早上开发票非常缓慢，不用结算只开发票用了21分钟，这效率全国也是领先的。\n2，隐性消费，常年出差，一年一半时间都在出差，我就没见过袋装茶包还要收费，根本没看到有收费的提示，大家千万小心，根本不是钱的事儿。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,0,酒店卫生条件好，服务不错，值得推荐
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,0,酒店位置在开发区中心区，出行方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,标准间,0,就是热水壶不好  有味   其它别的都可以
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,家庭亲子,2018年09月入住,标准间,0,大连是很干净的城市，酒店位置很好交通方便，服务态度很好，住着很安静．新海天国际酒店是出差旅游不错的选择！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,标准间,0,很好，早餐也不错，网上预订还是便宜
"位置:5.0,设施:3.0,服务:5.0,卫生:4.0",4.3,家庭亲子,2018年04月入住,标准间,0,为了看个学校，在这附近定的。一进屋有股味道，房间小，没有主灯。兑付一宿吧。像是钟点房
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年04月入住,豪华标准间,,性价比超高的一家四星级酒店，自助烧烤海鲜晚餐值得推荐，到大连开发区的下榻首选
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,商务出差,2018年04月入住,标准间,,房间设施简单，比经济型酒店略强，早餐可以，整体上感觉性价比一般
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年09月入住,豪华标准间,0,酒店位置不错，周围吃饭方便，酒店早餐还不错，还算丰盛，停车场就在酒店后面，因为在市中心上下班容易堵车。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,标准间,0,酒店环境很好，服务态度也很好！房间舒适，室内整洁，附近交通便利，餐饮店也有很多，可以自由选择。是商务出行的可选酒店。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准间,0,有免费停车场。酒店附近很多饭店，对面的烤冷面很好吃。二楼的饭店味道还好，但性价比过于低。
"位置:4.0,设施:4.0,服务:3.0,卫生:4.0",3.8,情侣出游,2018年04月入住,标准间,,酒店不错。只是可惜前台服务员不够热情，没有告诉晚上酒店有海鲜自助。不然怎么能在外边吃呢。希望以后前台服务员介绍一下用餐情况。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年07月入住,标准间,0,房间干净卫生，服务员每天打扫。床很舒适。周围吃饭购物很方便，早餐很好吃。前台热情。不足之处就是价格小贵
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2018年07月入住,标准间,0,每次出差都直接携程下单，确认方便快捷。酒店位置很不错，入住顺利，房间空间很大，早餐也可以。下次出差还会考虑入住
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,商务出差,2018年06月入住,豪华标准间,0,我是携程定的房间免押金，酒店不接机的。这家酒店还是不错的早餐样式多味道可口。我经常在这里住的建议来这里可以体验一下。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年09月入住,悦享水床房,0,早餐很超值
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年10月入住,商务间,0,价格便宜，酒店位置相当好，周边配套非常齐全。就是早饭有点差劲
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年04月入住,豪华标准间,0,酒店设施好 卫生好 服务好 总之一句话 好 开始网上预定时心里没底 结果真的很幸运 没选错地方 可惜因为天气不好 光线问题就没拍照片
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2019年06月入住,豪华标准间,0,下次不会住的，太垃圾了，枕套还要20元赔偿，希望早日关门
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年01月入住,标准间,,酒店近商圈、体育公园等，位置优越，房间温暖。
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2018年04月入住,商务间,0,酒店位于开发区的热闹地段，周围吃饭很方便，酒店内部也有自助餐和中餐。 但是开发区的交通还是有点不方便，去机场一般出租车都要加价。\n\n酒店历史比较久，房间内部也比较干净， 唯一不足的是淋浴房太小，在里面转身有点困难，而且淋雨喷头的设计有点问题，水开的大了，会搁不住，掉下来。 晚上洗澡一共掉下来三次，最后一次还砸在了身上。\n\n早上因为早餐去的时间晚了，基本没什么东西了，但是服务人员还是很热情，能否满足的要求尽量会安排，值得表扬。\n\n作为出差的话，酒店性价比还是很不错的\n\n
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,,自助餐不错，品种多，新鲜
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,商务出差,2018年08月入住,标准间,0,房间宽敞，有停车场，停车方便，二楼有吃饭的地方，一楼有自助餐，价格实惠，打车也方便，总得来说还可以。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,0,房间很大适合孩子玩耍
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,商务间,0,带了个8岁孩子，房间干净，没烟味，设施齐全，晚上安静，空调制冷很好，早餐中等
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2018年10月入住,豪华标准间,0,前台主动帮忙升级行政房，态度贴别好，有朋友来，还会选这里！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,豪华标准间,0,酒店卫生条件好，地理位置好，餐食也不错，是出差和旅游洒店住好选择。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年11月入住,豪华标准间,,早餐不错 周边饭店不少 很方便。设施也不错，下回再来。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2019年03月入住,商务间,0,早餐不错环境很好价格小贵
"位置:4.0,设施:2.0,服务:4.0,卫生:4.0",3.5,商务出差,2018年05月入住,标准间,0,还行吧，不是特别好，也没特别差，中规中矩，就是房间里出风口的声音特别大的而且居然不能关的，一晚上听着出风口的声音挺难受的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年09月入住,标准间,0,早餐超赞，中餐西餐聚会，好啊。酒店在大连民族大学附近，临近商业区，适合带孩子，有停车位置，大床房应该不能加床
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年03月入住,标准间,0,酒店预订部经理给免费升级了豪华房，很赞(*^__^*) 嘻嘻……以后一定会再来！！！一楼自助晚餐也不错，希望多再做的更精致一些^_^
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,标准间,0,性价比很好，值得推荐
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年02月入住,标准间,0,非常好 每次去大连都住这里
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,商务出差,2019年05月入住,标准间,0,房间比较干净整洁
"位置:4.0,设施:3.0,服务:4.0,卫生:3.0",3.5,商务出差,2018年03月入住,标准间,0,对于价格来说房间不错，电梯和走廊有点发霉的味道。早餐还算中规中举，装修有点老旧了，多年前算是不错的酒店，推荐入住！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2018年07月入住,豪华标准间,0,护照不能登机入住，谢谢前台经理带我去派出所开证明以后就可以入住了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年06月入住,标准间,0,酒店干净卫生好。
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年07月入住,标准间,0,酒店服务很好，到店预定的普通大床房没有了，被免费升级到行政套房。
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,家庭亲子,2018年08月入住,标准间,0,十几年前的四星酒店，装修有点旧。旅游旺季这个价钱还好！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年04月入住,标准间,0,服务一般，淋浴房很小，被水龙头烫伤了想找酒店要个冰块说没有，能不能送个药膏要自己去楼下拿？
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,豪华标准间,0,还可以，服务值这个价！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2019年03月入住,豪华标准间,0,一般般吧。环境没有想象中的那么新。不过离公司很近。交通比较方便。还可以吧。领导比较喜欢，所以就定这里了。
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,其它,2017年08月入住,标准间,0,酒店位置很好，交通便利，附近步行范围内就有几个景点。餐厅很有特色，也很有情调。房间干净卫生，设施齐全。特别值得一提的是，前台服务非常有耐心，也很贴心，想尽办法满足顾客的需求，让人很舒心。客房服务也很好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,豪华标准间,0,电梯反应速度太快，会夹人。但是服务态度很好
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年04月入住,标准间,0,整体还不错，毕竟是老店了，设施肯定不会那么新或者时尚，但是也还不错，住的房间比较安静，挺好的！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年09月入住,标准间,0,帮助朋友预定的酒店，酒店条件不错，周边吃饭非常方便，日本料理比较多，早餐酒店68元/位，可以到对面永和豆浆去吃，价格便宜，总体感觉不错。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年04月入住,标准间,0,性价比高，地段不错。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年05月入住,标准间,0,此次出差 预定的新海天酒店 入住下来环境服务卫生等都还可以。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年02月入住,标准间,0,一如既往的好，出行方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,标准间,,早餐很丰富，服务也好，网络经理免升了商务间，总体很满意，性价比不错😊
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,标准间,0,每次都住新海天，交通很方便，楼下也有吃饭的地方。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年07月入住,豪华标准间,0,整体感觉很满意，从上到下管理🉐️很好，坐电梯遇到一位酒店服务人员，应该是管理层的，电梯地毯进门处有点拱起，他出电梯时特意把它放放平，还嘱咐我们小心，顿时好感倍增！客房服务也很迅速，要点东西很快就有回音。推荐入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,家庭房,0,早餐好的不得了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年11月入住,标准间,0,环境绝对可以，卫生状况也不错，服务人员态度也好，订了两个房间都赠送了果盘，就是早餐有点贵，要50元一份，下次希望订房间送早餐！用的来说一切都满意！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年11月入住,标准间,,携程订的特价房没有不含早餐
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,标准间,0,有停车场，周围有好吃的，方便
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,朋友出游,2017年12月入住,标准间,0,在大连还算是比较不错的酒店，设施很齐全，服务业很到位，记得有个小姐姐，为了给我拿热水，手都被烫了，非常感谢她
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年04月入住,标准间,0,很干净，家具不错
"位置:4.0,设施:1.0,服务:1.0,卫生:1.0",1.8,其它,2019年03月入住,标准间,0,室内环境不好，服务不好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,标准间,0,很干净的酒店，非常喜欢，以后还会再来！@
"位置:4.0,设施:3.0,服务:3.0,卫生:2.0",3,商务出差,2018年04月入住,豪华标准间,0,服务还好，环境也非常好，住得的舒适，交通便利。卫生问题就差强人意了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年06月入住,标准间,,酒店位置好，步行到海边20分钟，房间干净卫生，性价比高！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,豪华标准间,,前台很贴心，直接给免费升级了！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2018年08月入住,标准间,0,酒店比较老了，周围商业配套还算方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年04月入住,标准间,0,环境特别好，给人很舒服的感觉，床很舒服，服务态度特别好，特别的喜欢在他家住，特别的干净，推荐给大家，
"位置:2.0,设施:1.0,服务:1.0,卫生:1.0",1.3,商务出差,2017年10月入住,标准间,0,入住了一个黑店. 事后想想都是套路. 本来定了一个预付双床房！到了酒店，说双床没有，升级单间. 觉得升级就升级吧.  因为预付，所以交回房卡就离开了. 结果离开10分钟，银行卡信息就来了，尽然预付的订单多扣了100. 事项：杂项费用. 跟携程沟通，说是吹风机损坏. 只好折回去和酒店对质。 图片中很明显的托座缺了一块. 酒店说是我损坏的.  裂缝很明显陈旧，落灰都没有洒扫，关键缺块也没有找到.  沟通来沟通去，酒店说已经给我打折了. 我勒个去. 是你们的责任你们不承认错误，还要忘顾客头上泼脏水.  一个堂堂四星酒店，竟然这么掉份.   我有理由相信这就是一个局.  你们客房不认真，以前坏掉的东西，让顾客赔偿.  关键你们是不是针对每一个入住1105房间的顾客都玩弄这种把戏.  提醒大家，入住这家酒店药小心点.  不然要你赔偿的可能是一张床，一个电视机. 这就损失大了.
"位置:2.0,设施:2.0,服务:3.0,卫生:3.0",2.5,商务出差,2017年10月入住,标准间,0,早餐不错，酒店设施一般，有点老旧，被电梯门夹了几次…建议换成感应的电梯门，有人进出，能感应保持打开…如果小孩子，容易被夹伤…离海边近，泊石湾海滨浴场，走过去20分钟…
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年05月入住,标准间,0,非常不错的酒店
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2018年06月入住,标准间,0,网络太差，房间老旧，房间隔音差，电话居然连接不了前台。
"位置:3.0,设施:3.0,服务:1.0,卫生:3.0",2.5,家庭亲子,2017年08月入住,,,酒店的早餐原订的是六点（餐劵上也这么写，前台也这么说）为了节约时间。我和爱人六点就去了！结果告诉我们它们没准备好，要六点半才可以。态度特别的理直气壮!这早我住过态度最差的酒店。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年04月入住,标准间,0,前台接待比较热情，楼下有自助餐，价格实惠，比较好的一次体验
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年07月入住,标准间,0,非常好的宾馆，价格低，条件好，环境好，卫生好，设施好，服务好！地理位置好，出行方便，给您全五星最高评价了！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年05月入住,标准间,0,定的普通标间，酒店自动给升级成豪华商务标间，服务到位，很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,0,好，非常好，特别好
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,家庭亲子,2018年07月入住,豪华标准间,0,不错，房间干净！设施有点旧！早餐品种一般！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2018年08月入住,标准间,0,性价比超高 值得推荐\n#环境超好# \n#房间干净#
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,标准间,0,酒店不错，环境非常好，非常愉快的一次旅行。
"位置:5.0,设施:3.0,服务:5.0,卫生:5.0",4.5,商务出差,2017年05月入住,豪华标准间,,酒店免费升级了商务间，但房间比较小，设施比较旧，房间空调是坏的，不能用。房间可以收看日韩电视，房间放了一本佛经，不知为何？酒店客服人员态度好，众多前台态度冰冷，只有其中一位服务超棒，希望可以改善。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,标准间,0,周围停车还不错，带孩子出行，要求户口本，希望能写进简介里，还是很安静的，离商业区很近，出行便利，就是定的房间没有中央灯，有些昏暗，不能给孩子看书！
"位置:4.0,设施:1.0,服务:3.0,卫生:4.0",3,商务出差,2017年09月入住,标准间,0,比较晚飞抵，找了家评价高的入住，在电梯里看到辽宁省2016年十佳酒店的招牌，结果呵呵呵，房间装修老旧，睡衣穿了一下有异味赶紧脱了，床头没有插座，打了两次电话才送来。前台倒是很客气，周围貌似居民区，酒店对面有家永和豆浆
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年09月入住,标准间,0,第二次入住了，酒店性价比很高，周围环境也不错，吃饭购物都很方便。房间很宽敞，卫生还可以，前台业务不太熟练，态度很好，效率需要提高。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年11月入住,标准间,,早餐还是要吃的，很丰富
"位置:3.0,设施:3.0,服务:4.0,卫生:3.0",3.3,家庭亲子,2018年10月入住,标准间,0,酒店离大连市区较远，酒店设施较旧。
"位置:3.0,设施:3.0,服务:1.0,卫生:3.0",2.5,商务出差,2017年09月入住,标准间,0,办理入住超慢，入住后我的房间居然没电，打前台电话要求换一间，告诉我没有房间了，说找电工来修，\u3000来了一个电工，说没法修，又打前台电话，还是说找电工，电工又来了，说了一句让我等着，就走了，从晚上１０点等到１１点多，又来了，修了一会儿了，又说没法修，再次打前台电话，才同意给我换一间，我一直拉着行李箱，在门口等着，等了１个半小时，才换了一间，差评．
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2017年09月入住,标准间,0,我订的空气清新房，由于这次要办一些事情，住的时间比较长，酒店给免费升了级，非常感谢。酒店住宿不含早餐，但周围的早餐店不少，而且很好。酒店位置也不错，出行也方便。离海边和童牛岭很近。停车场也很大。
"位置:4.0,设施:5.0,服务:4.0,卫生:5.0",4.5,商务出差,2019年01月入住,标准间,0,早餐不错👍房间卫生
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年05月入住,标准间,,房间升级到豪华间了，住的很舒服，以后还会再来
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2017年11月入住,豪华标准间,,服务非常好，还赠送了果盘，房间干净整洁，电视节目很多，酒店附近很热闹，周围好多好吃的饭店，环境特别好！！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年11月入住,豪华标准间,0,不错！服务也好，环境也非常得好，读得非常的舒适，交通非常便利，我出差经常住在这里没有房间，直接调整高档房间
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年02月入住,豪华标准间,0,服务和早餐都不错，房间也挺舒适。性价比很好，挺适合日本籍的人居住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准间,,免费升级的豪华房，性价比很高，服务不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,标准间,0,晚餐巴西烤肉更棒 而且节假曰三人送一人  不能加床 适合带孩子 门口坐803直接到去金石滩 很方便 房间很干净
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,商务出差,2017年09月入住,豪华标准间,0,早餐种类挺多的，不知道能不能加床，位置还可以，大商场打车很快就到了，餐厅小超市等等都有~酒店整体应该有些年头了~
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2017年07月入住,悦享水床房,0,还行，位置方便，周围食品店很多，价格一般，性价比一般。早餐还可以，就是9点去很多东西已经不多了，补的不是很及时
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,标准间,0,很棒，性价比高
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2019年02月入住,豪华标准间,0,价格合适，方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年08月入住,标准间,0,酒店位置巨佳，交通便利，临街但是一点不吵，房间很大，卫生间也比较宽敞，房间干净整洁，酒店前台小妹服务很热情，很热心地回答我们外地菜鸽子的各种问题~~~
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年06月入住,标准间,0,服务很好，房间干净，以后还会再入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年01月入住,标准间,,干净整洁，早餐好。
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,商务出差,2017年09月入住,标准间,,酒店位置不錯，設備有些老舊。只是週邊很熱鬧，吃東西，買東西都方便。酒店有免費餅乾，非常好。工作人員服務態度很好。停車較不方便。
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2017年08月入住,标准间,0,酒店的前台小姐非常热情帮忙升级了房型，整体感觉酒店虽然老但是服务等还是不错，周边吃的很多后面就有很多日料店，淋浴的水非常大洗的舒服，就是淋浴间比较小
"位置:3.0,设施:3.0,服务:3.0,卫生:4.0",3.3,家庭亲子,2018年03月入住,标准间,0,酒店环境一般，周边较静，但确实不适合旅行，费用有点高
"位置:5.0,设施:3.0,服务:4.0,卫生:4.0",4,商务出差,2018年04月入住,标准间,0,酒店的网络太差，慢不说，总是中断。其他还行吧。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年10月入住,行政商务间,0,最可气的是把茶叶放在免费的盒子里，然后再把收费提示对着墙放，一个袋泡茶要收10多块，这套路也太深了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年04月入住,标准间,0,可以，非常棒
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年07月入住,豪华标准间,0,免升行政间入住，服务很好，会再次入住！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年01月入住,标准间,0,酒店停车场方便.早餐没吃过不清楚全家旅游居住应该不错哦
