scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年06月入住,,0,早餐还不可以，餐厅服务人员意识要加强，如果能经常更换早餐品种和花样那是最好，酒店位于市中心出行交通便利
"位置:5.0,设施:1.0,服务:1.0,卫生:1.0",2,代人预订,2019年05月入住,,,住的是老楼 房间的灰尘太厚了 太脏了 服务员只给换被品和洗漱用品 其他根本不管 我给长辈订的房 离店时上楼 看到这么脏 内心无比愧疚 长辈不好意思给我添麻烦啊 真不如住如家了 下次再没可能住富丽华了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,,0,前几年的富丽华真是很高档，现在设施都旧了，房间也不是很干净，卫生巾也不怎么管理也没有那么好，大堂没有供休息的座位，前台服务员工作效率低，但价格比周边的五星级要低，只有这个优势。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,,0,依然是原来的富丽华，非常方便，这次住了大床房。之前都住标准间。不知道是不是换了房型。头的位置貌似在另一房间的床的位置！另外一个房间的声音听的很清楚，而且还有打呼噜的声音。其他都很好！我喜欢有沙发的设计和可以加热的马桶。
"位置:3.0,设施:1.0,服务:1.0,卫生:3.0",2,商务出差,2019年05月入住,,,房间瓶装水小的可怜，床头充电一直都不方便。最可气的是因为房间不直接提供剃须刀，打电话要了，服务员竟然自己开我房间门给我送来了，幸亏我穿着衣服惊出我一身冷汗。第一晚做房卡明明是前台服务员没弄好，我再去制卡硬说我不会操作，我很奇怪你们酒店，一个门那么南开吗？你们是考验我的智商吗？送水的服务态度也极差，跟欠你家钱似的，咋滴？我难道就不能要几瓶水喝了吗？一次极其糟糕的大连之行。
"位置:4.0,设施:1.0,服务:2.0,卫生:2.0",2.3,独自旅行,2019年05月入住,西楼豪华间,,入住的时候告知没有无烟房间，说因为房价低没法安排无烟房（无烟房都在高楼层）.. 这点在预定的时候为什么不说明. \n\n说要给做无烟处理，结果保洁员来了之后，一堆说太麻烦，对身体不好怎么了 （我又不是第一次住酒店...）而且被单上有没洗去的污渍，感觉整体房间灰尘好多。后来保洁员把被单都换了一遍. \n\n我住了4晚. 保洁员每天都摧着什么时候能打扫. 有一天我感觉身体不适，想多睡会儿，叫她4点再过来，她回了一句，“我得下班啊，要不你今天不打扫卫生，我帮你换换洗漱用品就行了。”\n\n健身房仪器都很旧. 进去一阵冷风，没恒温. 打球运动得再付200元. 泳池很小，感觉是泡澡池；而且水质看起来很久没有换，不建议用户使用.\n\n如果情况允许，我建议用户考虑隔壁的香格里拉或对面的新世界酒店. 这酒店只能称得上国际三星. 而且是很旧的三星.
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,商务出差,2019年04月入住,东楼豪华间,0,以前对富丽华酒店印象很不错，但这一次，让我很不舒服，朋友带的香肠，放在酒店，离店时忘记拿了，因为住在对面的新世界，所以回来取竟然被吃掉一根，真不知道，大连的酒店为什么会是这样？因为在其他酒店也有过遗忘物品拒不承认的事情，所以有这样的感觉。
"位置:5.0,设施:3.0,服务:5.0,卫生:5.0",4.5,情侣出游,2019年05月入住,东楼豪华间,,今回大連観光で利用させて頂きました、観光地するには便利な立地で食事をするにも便利でした。フロントスタッフも手際よく対応してもらいましたが、朝食の時に場所がもう少し広いと良いです。また部屋にエアコンがなく、この時期だと暑くて我慢するしかなかったのは残念です。
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2019年06月入住,东楼豪华间,0,老牌五星，基本都会住这里，交通方便，位置好，早餐丰富，就是房间的设施有点老旧，卫洗丽也是选择这里主要原因。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2019年02月入住,东楼豪华间,0,位置极佳，繁华的人民路上，闹中取静。不过东楼房内的装修和设施有些年头了，服务员很热情，能够做到有求必应。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,西楼豪华间,0,酒店位置很好，有停车场。早餐丰富，能不能加床要看你订的什么房。带孩子应该没问题吧，服务态度很好，老酒店。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,西楼豪华间,0,我内心就会吃醋川井小激动激动激动的叫绝对会得到很好的好方法就是就是喜欢曾经经常被长长久久是繁花似锦的机会比代表大会繁华的叫绝对
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,商务出差,2019年06月入住,东楼豪华间,0,早餐没有对面新世界好。。。酒店停车比新世界便捷。。。基本管理还不错。。。前天服务还不错。。。都连住4个晚上也没给任何升级。。。
"位置:5.0,设施:5.0,服务:4.0,卫生:4.0",4.5,家庭亲子,2018年10月入住,西楼豪华间,,早餐不好，1.2的孩子收费半价84块钱好像，结果孩子就喝了稀饭，煎蛋是流心的，孩子也不爱吃，其他面包什么的都不太丰富，完全不像五星级酒店早餐，失望\n房间倒是还行，我们住的西楼豪华间，马桶是智能的，卫生间比较大，双台盆，还有电视机，就是卫生不是很好，灰尘很多\n地段蛮好的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,东楼豪华间,0,早餐中餐比较简单，有时候蔬菜都快凉了，可选择性不多，西式餐点反而比较丰富，适合喜欢西式早餐的同事，欧洲同事反映不错！
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,商务出差,2019年03月入住,东楼豪华间,0,酒店位置方便，有停车场，各两条街有商业区可以吃饭逛街，但步行过去大概也需要20多分钟。酒店楼下有几家奢侈品牌店，有购物需求的可以选择。再来说说酒店本身，作为大连地区老牌五星酒店，目前这个价格还是很亲民的，但就是因为年头太久了，内部施舍陈旧，感觉上好似有点脏兮兮的。东区客房设施较新装修风格相对比较现代，如果预定可以考虑东区，西区真的不建议
"位置:4.0,设施:4.0,服务:3.0,卫生:4.0",3.8,家庭亲子,2018年10月入住,西楼豪华间,0,预定的西楼豪华间大床房，房间还不错，床单被罩浴巾之类的看着都挺新，不像有些差评写的特别旧的样子，也许是新换了一批被我赶上了？哈哈，虽然从不用酒店的毛巾浴巾，看着干净也舒服哈，连浴室出门的脚垫都特别白。唯一不好的就是服务员态度不好，说话特别生硬，想加床被子居然被告知没有多余的被子?浴室的玻璃透明的没有浴帘，厕所浴室是分开的。早餐一般，感觉品种不是很丰富
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,西楼豪华间,0,房间大，设施全，空调足。很满意。定的不含早餐的双床房。早餐出酒店右转走百米左右有笼兆祥包子，很好吃。不想出去就点外卖。挺方便的。酒店楼上还有免费的泳池。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年06月入住,东楼豪华间,0,位置很好 楼下商场 吃喝都特别方便 ，就是前台办理稍微慢一点，住的还是很舒服
"位置:5.0,设施:5.0,服务:5.0,卫生:2.0",4.3,家庭亲子,2018年08月入住,东楼豪华间,,酒店环境很好，交通方便边上是香格里拉，地段繁华地段。服务态度好，早餐没吃，就是椅子上的布居然是破的，床头柜里都是灰，拿里面的歺单时灰是漂起来的晕死，灰尘有多久没擦了啊，低头一看一团白色灰，五星吗？什么五星这么脏，还没前天的如家商旅干净啊。卫生间床上用品干净的。
"位置:3.0,设施:1.0,服务:1.0,卫生:1.0",1.5,商务出差,2019年04月入住,东楼豪华间,,垃圾酒店，前台一副欠她钱似的表情，保安在大厅跷着二郎腿抽烟，可能是最差的五星级酒店了
"位置:5.0,设施:4.0,服务:5.0,卫生:2.0",4,家庭亲子,2018年08月入住,西楼豪华间,0,位置不错，附近吃饭游玩都很方便，酒店服务不是很热情，房间中规中矩，被子拖地，不知道几个意思。刚开始说没有房间了，结果到房间，很大潮的味道，开关，镜子上都是很厚的尘土，鼻子过敏性鼻炎，一进去就不停的打喷嚏，打电话要求换房间，交涉一番后还是换了房间。整体感觉卫生不是很好，特意照了照片，可能时间太长整理时删除了，床头上，开关，镜子都可以明显看到尘土。
"位置:5.0,设施:2.0,服务:4.0,卫生:2.0",3.3,商务出差,2018年08月入住,东楼豪华间,,一家名气很大的当地老牌酒店，位置非常的好，在市中心，但是设施太老旧，洗漱用品给的也比较low.服务员不太敬业，经常没收拾干净，或者没给新毛巾等就走了。说是客房入住率太高，太满了。总之体验感觉一般。早餐170一位，在这个城市来看，也算天价了。
"位置:5.0,设施:3.0,服务:3.0,卫生:5.0",4,商务出差,2019年04月入住,东楼豪华间,0,房间算大的，房间灯光很暗，不喜欢，我喜欢灯光明亮的房间，另外，房间的隔音效果一般，隔壁洗澡冲马桶都听得一清二楚
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2018年10月入住,西楼豪华间,,服务态度极差，半夜有人敲门害得我们多次惊醒，酒店不给看监控不给协调，我们不敢再住了，退房只晚了两分钟，强收半天房费，不合理，这跟抢钱有什么区别，各位外出的朋友们千万不要定富丽华酒店，不通人性化，退房晚了两分钟就收600块钱，实在接受不了，我们要去消费者协会维权，各位消费者不要上当受骗
"位置:5.0,设施:3.0,服务:3.0,卫生:5.0",4,家庭亲子,2019年04月入住,东楼豪华间,0,老牌五星酒店，设施比较旧，装修比较老，服务很一般，前台服务员不冷不热的，一点五星服务的感觉也没有，感觉太差!
"位置:4.0,设施:3.0,服务:3.0,卫生:3.0",3.3,商务出差,2018年08月入住,东楼豪华间,,酒店太老了点，性价比实话说不是太高。可能大连本来就偏贵一点吧。\n服务总体感觉一般，住了三天也没需要啥，偶尔要个驱蚊器之类的，感觉服务效率和态度都比较一般。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年01月入住,东楼豪华间,0,酒店整体感觉非常好，物有所值，酒店推出了八项增值服务！不错！二楼的下午茶可以再悠闲之余看看书，聊聊天！不错的选择！前台妹妹推荐了旅大印象，味道也不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年06月入住,西楼豪华间,0,环境还可以，必须选择西楼
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,西楼豪华间,0,大连富丽华  就不用特意点评了    房间设施没得说   只是前台接待一般
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,西楼豪华间,0,感觉超爽的老牌五星级酒店，软硬件设施都过硬，酒店位于市中心，去各个景区都很方便，千米之内就能体验到大连百年的有轨电车，尤其是喜欢运动的达人，健身房器械特别齐全，美中不足的就是游池有点小，早餐也很丰盛，下次来大连，还会选择入住。
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,商务出差,2018年10月入住,西楼豪华间,0,很好，床铺用品很舒服。一切都好，只是，前台接待小姐一脸欠她钱的表情，办理手续十分不耐烦，何谈笑容。小哥给拉行李箱到房间，点赞！此外已经预付了房费，一晚的押金还要1000。问，为什么要这么多，前台接待小姐说，房间里有电视什么的，万一弄坏了怎么办。我就想看看是什么样的电视这么精贵
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2018年12月入住,东楼豪华间,0,一如既往的好，入住很快，天寒地冷的大连，一进酒店就很暖和，房间里已经事先开好了空调，所以要点赞，地处市中心，这位环境很不错，一早赶飞机，退房也超快！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,东楼豪华间,0,酒店地理位置好，附近有商场可以吃饭购物，前台迎宾热情服务，大堂高雅大气，客房卫生干净，早餐一般，，餐厅环境雅致，
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,东楼豪华间,0,酒店位置不错，对于商务出差性价比还算高，软硬件设施还行，早餐也挺好，就是商务中心一般，还好基本用不上
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,独自旅行,2019年03月入住,东楼豪华间,0,早餐超好，可以加床
"位置:5.0,设施:5.0,服务:3.0,卫生:5.0",4.5,商务出差,2019年04月入住,东楼豪华间,0,很少见到像这样的酒店未经客人同意就就存身份证复印件 还谎称是公安局让留的
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2018年12月入住,西楼豪华间,0,好歹也是五星级酒店，大冬天空调基本要开十几个钟头以上才会觉得有点暖和，只能额外请客房部拿了电暖气，然而并没什么太大作用，冷的洗澡都需要勇气。
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2019年06月入住,西楼豪华间,0,酒店停电，没有事先通知，结果在楼下等了一个小时无法上楼
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,情侣出游,2018年08月入住,西楼豪华间,,第一酒店办理入住，前台态度相当差，好像欠她钱似的，第二这是我有史以来住过最差的五星级酒店，房间卫生相当差，就好像很久没人打扫一样，看图就知道了，浴室一股霉味儿，携程上居然有人好评，良心何在，本人希望各位朋友，别来这酒店入住。
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,家庭亲子,2018年08月入住,西楼豪华间,0,老牌豪华酒店。酒店位置优越，交通方便，近海东港喷泉广场游艇码头大剧院那边很不错，门口公交站，非常方便。酒店房间的设备设施非常好，toto洁具、全自动遥控冲洗马桶、化妆镜还带镜面电视、早餐还算丰富，如果打算吃早餐的话一定要定那种含早餐的否则另加太贵了115一人，瞬间698房价飙到928。住的西楼，除地毯旧了外一切满意。唯一一点不爽的，收费饮料上面都标价了，就崂山矿泉水没标价以为不要钱的，结果18一瓶…
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,东楼豪华间,0,很多人都评价这个酒店东楼比较老，设施陈旧，但是本人感觉东楼的房间设计不错！房间的窗户可以看到人民路的景观！20年的老牌五星酒店，服务还是很好的！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年01月入住,东楼商务房D,0,很不错，很舒适，交通便捷，房间隔音效果也好，电视屏幕大，卫生间的淋浴设备热水出水速度快，是挺不错的一次入住体验
"位置:3.0,设施:5.0,服务:4.0,卫生:5.0",4.3,商务出差,2018年08月入住,西楼豪华间,0,大连比较老的五星级酒店了，入住体验要比想象中的好很多。房间设施很完善，特别是电动马桶和超大的空间布局。在大连的五星酒店里性价比超高的！
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,商务出差,2019年01月入住,西楼豪华间,,垃圾，大堂接待像哑巴一样不回答问题还冷笑，牛逼的的样子真恶心，回家躺着得了出来上班干嘛，真是丢大连人
"位置:5.0,设施:1.0,服务:1.0,卫生:4.0",2.8,其它,2018年12月入住,东楼豪华间,,服务意识越来越越差，借个充电器死活说没有，非得下楼扫码租。香格里拉和希尔顿同样的要求愉快的得到满足。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年04月入住,西楼豪华间,0,早餐一级，不允许加床，床够大，适合带孩子。位置最好，最繁华地段，停车场够用
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,东楼豪华间,0,名副其實的5星級酒店，下次去大連還會住富麗華！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,独自旅行,2018年08月入住,东楼豪华间,0,当年的豪华宾馆如今有些没落了，不过大空间还是透着贵气，唯一有点不满意的是没有梳子，不知道是不是忘了，只好用手拢头发了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年08月入住,西楼豪华间,0,早餐没有吃到，但是环境真的很棒，六百多简直不能再便宜了吧，很惊艳，布草舒适柔软，自动马桶物超所值！很棒的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年11月入住,东楼豪华间,0,酒店很干净，打折活动很好！最主要的是前台的孙小琪小姐姐，必须点个无敌大赞！全程用天使般的微笑服务，结帐走的时候，差点忘了拿手提袋，还特意叫住提醒我！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,西楼豪华间,0,没订早餐，房间很大，酒店位置服务很好傍边就是奢侈品，早餐步行五分钟就可以解决，有包子 馄饨 面条等等不同店，晚餐也有很多选择，有海鲜 烤串 小龙虾等等不同店。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,东楼豪华间,0,还不错，设施较老，床够不上五星酒店，可以更新换代下
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,西楼豪华间,0,早餐挺好的，但是去晚了就没有什么了，尤其是粥。希望以后能及时补充。带孩子挺不错，给孩子买个水果，带孩子吃饭，都挺方便，基本都是走走就到了。
"位置:5.0,设施:4.0,服务:3.0,卫生:4.0",4,家庭亲子,2018年11月入住,东楼豪华间,0,从停车场大叔到前台接待都是相当的傲骄啊！也许我们是平民吧。对携程订单友好度一般。另外说明一下，我全程都没多说话。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,东楼豪华间,0,大连老牌的五星级酒店，适合商务出行，早餐有待改进和加强
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,西楼豪华间,0,在大连这家酒店久负盛名。坐落地点好，周边环境好。豪华气派，！卫生好，服务热情，酒店后面餐饮方便，旁边购物方便。性价比高，大连当地朋友都知道这家酒店。所以，只要一提富丽华司机都知道。下次还入住，并推荐朋友圈。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年10月入住,西楼豪华间,0,一共住宿两宿，第一宿是婚纱公司帮订好的东楼，第二宿住的西楼。\n总体感受，东楼是商务类型的，可能是婚纱摄影公司订的原因，免费提供，所以房间感觉有些陈旧。\n西楼是自己花钱定的，这次满意极了，真的是五星级的体验了，很多东西都是电动，房间很温馨。所以我推荐住西楼，个人意见！（礼宾部的服务超级满意）
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年06月入住,东楼豪华间,,住之前看很多点评说服务不好，还是试着去住了一天，发现服务很棒好嘛！我们九点多到的，带着孩子，前台马上给协调房间，等了十分钟左右就给办好了，提前好几个小时就可以入住休息，整个游玩时间豆好安排了。而且房间设施也没有什么问题，中规中矩的五星，该有的都有，还能免费游泳桑拿健身，觉得各种不好的，可能住惯了超星酒店吧。
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2018年11月入住,东楼豪华间,0,早餐不错。酒店地段很好。周边吃喝玩的都齐全。我住的是东楼的房间，比西楼的房间有点老但价格实在点。5星级酒店按这房价住一晚还是算不错吧。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年01月入住,东楼豪华间,0,距离購物街很近，适合商旅、購物。服务人员態度热诚，房间佈置温馨，床舒适舒服。？早餐种类繁多非常好吃。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,西楼豪华间,0,酒店位置很好，出酒店门就有公交车，去景点方便，门口还有出租车，打车也比较方便。酒店早餐较贵，155一位。停车场有地上和地下，停车方便。我们订的西楼的房间，很好，适合带孩子。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年05月入住,西楼豪华间,0,很舒服的地方
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,东楼豪华间,0,地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助。设施很人性化，网络高速信号好，房间小摆件的设计也很有特色。性价比不错，下次还要入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年06月入住,东楼豪华间,,酒店有新楼和旧楼，价格偏高，位置还可以吧，自驾出游，停车还是比较方便的，停车场车位充足，多花200升级了房间，网上500的都没法住
"位置:4.0,设施:5.0,服务:4.0,卫生:4.0",4.3,家庭亲子,2018年08月入住,西楼豪华间,0,酒店设施还行，卫生还需加强下。\n打车挺方便的，去老虎滩海洋公园酒店门口就有30路公交车直达，去火车站也近。
"位置:5.0,设施:3.0,服务:3.0,卫生:4.0",3.8,朋友出游,2018年10月入住,西楼豪华间,0,酒店应该在大连的市中心了\n地理位置很好\n唯一不足的就是酒店的服务态度没有达到五星级酒店应有的\n西楼应该算是比较新的\n房间里没有空调，说是只有通风，我连通风系统也没看出，只能开窗通风……\n这应该算是我住过比较差强人意的五星级酒店吧
"位置:4.0,设施:3.0,服务:4.0,卫生:3.0",3.5,家庭亲子,2018年08月入住,西楼豪华间,0,这家酒店地处繁华路段，交通非常方便。\n不足之处就是房间灯光太暗，卫生条件不是特别好，但是洗澡水特别好。
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2018年12月入住,东楼豪华间,0,房间有点陈旧，位置优越，不过天气太冷了，也没机会出去走走。空调力度不够，很冷。后来换了个房间，稍微好点。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年03月入住,东楼豪华间,0,早餐不错，环境优雅，酒店坐落在繁华的大连标志性道路上面，出行都
"位置:5.0,设施:3.0,服务:1.0,卫生:5.0",3.5,家庭亲子,2018年10月入住,西楼豪华间,,从门童开始，没有礼貌，行为粗鲁，不开车门不拿行李，还对客人大呼小叫，前台素质欠佳，没有笑容，不像迎宾，像催债。泳池没有负责安全的人员，小男孩不让进女更衣室可以理解，但是服务员不看护孩子，孩子4岁，不大不小，游完泳后穿着拖鞋，地面湿滑，服务员大步流星的往前走，孩子小跑的追着，喊他慢点走，理都不理，毫无人性化管理！早餐不明码标价，说一个价钱，结账时候又是另外一个价格。硬件设施可以肯定，但只要沾人的服务，都严重差评！别说五星，3星都是给脸了。下次绝对不会再来，嗯……路过都绕道走，恶心！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,西楼豪华间,0,酒店位置优越，酒店门前有自己的停车场，就是小了点儿，遇到节假日车位会有些紧张，好在工作人员会帮忙协调安排车位。酒店交通便利公交线路很多，距离公交车站、地铁站步行几百米就可以。附近也有一些不错的餐馆，物美廉价；工作人员服务态度非常好，知道我们是带小朋友入住，主动帮我们升至了无烟楼层，十分感谢！房间内的卫生间是干湿分离的，环境、设施都很好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,东楼豪华间,0,房间很大，很舒服，住了三天，每天都有人打扫，落地大窗可以看到一点点海景，旁边都是奢侈品店……酒店位置还可以，楼下就是公交车站，到中山广场，星海广场都直达
"位置:3.0,设施:3.0,服务:1.0,卫生:2.0",2.3,家庭亲子,2018年10月入住,东楼豪华间,,早餐品项和对面新世界还有隔壁香格里拉是没法比的，还停留在上世纪的五星标准，前台餐厅门童服务态度（冷漠）。如果不是周边没其他选择的话，建议比较一下再选择
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,情侣出游,2018年07月入住,西楼豪华间,0,床很舒服。很舒服。很舒服。枕头也很舒服。酒店大堂和前台态度很一般，没有微笑服务。电视清晰度不太好，卫生间的设计很喜欢。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2019年06月入住,西楼豪华间,0,已经是第二次入住了，总体感觉不错，性价比也不错
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2018年11月入住,西楼豪华间,0,位置很好，地理位置很好，就在最繁华的地段，周围吃饭的选择比较多，出行也很方便。服务一般吧，早饭种类还算可以吧，总体感觉还可以还可以。
"位置:5.0,设施:3.0,服务:4.0,卫生:3.0",3.8,商务出差,2018年09月入住,西楼豪华间,0,唉！设备过于陈旧，实在没法和旁边的香格里拉比。房间内部设计有问题，连放置行李箱的台子都没有。地毯也实在是该换换了。下次不会再选这里了。
"位置:5.0,设施:1.0,服务:1.0,卫生:1.0",2,家庭亲子,2018年07月入住,西楼豪华间,,移动无线支付都那么发达了，酒店居然不支持微信支付宝。因为是网上提前支付的房费，身上也没带卡和现金支付房间押金。凑了一下交了700的押金，居然服务员来房间把冰箱锁上了，估计是怕我消费不起他们冰箱里的东西！第一次住酒店像吃了苍蝇那么恶心！房间卫生不彻底，烟灰都不清理！第一次差评送你了，大连富丽华大酒店！
