scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级大床房,0,房间很大．很干净．这次订的是大床房．宽有2.2m左右．太舒服?了．特别点赞的是前台服务员．宁小姐（不太记得是不是这个姓）服务很热情．让我有宾至如归的感觉.人也特别漂亮.下次有机会还会选择香格里拉大酒店
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,家庭亲子,2019年06月入住,高级大床房,0,床真心够大，就是第一天入住的时候床单有一块脏脏的污渍，三口人睡一点都不挤，入住停车免费，周边非常繁华，吃喝玩乐应有尽有，以后去大连这还是首选～
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,儿童主题房,,早餐很好，面最受孩子欢迎?\n泳池水非常干净，几个月到十几岁的孩子皮肤都不会过敏，水质达标～\n服务人员素质都很好?
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,高级大床房,0,香格里拉酒店集团，作为酒店行业的引领者，致力于为宾客提供优质的服务和绝妙的入住体验。\n       大连香格里拉大酒店更是因地制宜，不断优化服务理念，让宾客下榻时有宾至如归的美好感觉。\n       让我印象更为深刻的是宾客服务主管王颖Ivy Wang，发自内心的体贴入微，周到真诚的服务，让人有如沐春风的感觉，瞬间涤荡了旅行的疲惫\u200b，十分感谢她。\n       只要来到大连，香格里拉就是我的首选。
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,家庭亲子,2019年05月入住,儿童主题房,0,早餐挺丰富的，添加也及时，本来订的亲子主题房，但是给的亲子套房，很惊喜，还给办了会员，可以延迟退房。设施有些老，但是维护的还不错，就是地面有些脏，还有毛发，希望以后注意。送了果盘和小朋友的零食，很贴心，服务也好，就是玩元素在装修，虽然有防护措施，但是灰还是有点多，这点有些失望。总体满意。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级双床房,0,这次带孩子入住大连的香格里拉，体验非常棒！闺女是香格里拉的铁粉，几乎每年都会入住一次，这次是第一次入住大连的香格里拉，环境地理位置很好，出行很方便，由于比较懒，早餐和早餐几乎都是酒店解决的，餐食不错，从设施卫生上说，还是一如既往地干净，细致，实用，从服务上来说，大连的香格里拉是我入住体验最棒的，每位服务人员都很热情，本次跟妹妹一起带两个孩子出行，到店后工作人员会主动帮忙拿行李，帮忙按电梯，入住当天时的前台接待美女(忘记问名字了)看我带孩子，提前帮忙办理房间入住并赠送迎宾水果，郝慧英和姚静两位客房服务人员看见我们带小孩非常细心的准备了儿童洗漱和拖鞋，并热心询问我们是否需要其他帮助，退房时遇到了在大堂值班的孙阅美女，知道我们赶飞机帮我们很快的办理了退房手续，并赠送了小礼物，还贴心的到门口帮我们叫车！真的很感谢大连香格里拉的工作服务人员们！真的太棒了，相信下次再来大连这还是我不二的选择！顺便说一下：官方图片还是准确的，这次房间没拍照片，请参考官方图册！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,0,带宝宝来大连玩儿，住了三晚，两晚儿童主题房，最后一晚幸运的被升级成儿童主题套房，宝宝玩的很开心，房间的小玩具很喜欢，服务很好，非常适合带宝宝住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年05月入住,儿童主题房,0,非常好的入住体验！此次旅行是和朋友一起带着孩子出行，所以订了儿童主题房，房间布置的特别可爱，小朋友玩的很开心，有帐篷，有木马，每天一起床就要先玩一会木马，还给小朋友贴心的准备了牛奶、点心，水果，各式卡通洗浴用品。酒店的早餐也很丰富，带小宝宝的也可以有很多的选择！尤其要夸一下接待我们的杨雅平主管，对待小朋友温柔热情，总之如果下次来或者朋友来一定会首选这里！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,,0,亲子套房太可爱了！服务态度很好，酒店软硬件都是没得说！管理也很到位！以后一定会再来哒?。宝宝们开心的不得了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,儿童主题房,0,我们住的亲子房，布置的比较精致，替顾客想的很到位，桌角有防碰撞贴，儿童洗漱洗澡的一套产品都有，还有洗澡玩具，小木马小帐篷，还送了欢迎水果和小零食，工作人员服务也很好，尤其是客服主管王颖，耐心的帮我们办入住，安排房间，非常注重细节，早餐还可以，宝宝特别喜欢喝这里的粥，熬的很烂，这个酒店很适合带孩子来！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,儿童主题房,,特别庆幸自己做了这个决定入住香格里拉亲子主题房！现在才意识到以前带娃旅游累原来只是因为没选对酒店～～这个亲子主题房简直是家长的福音啊！吃的喝的玩的，酒店全给准备好了！细致到让老母亲我心生感动?房间配备太齐全了，家长不需要带娃的任何洗漱物品（看图3），而且玩具、水果、饼干、牛奶啥都有！还有一封信我也认真阅读了，服务真不错！礼宾部可以领免费的鱼食去一楼花园喂小鱼，还可以玩滑梯！晚餐我们就在一楼自助餐厅吃的，东西特别丰富！海鲜和烧烤吃的特别爽！PS：拉面和三鲜饺子太赞了！第二天的早餐让宝宝兴奋坏了！单独有个小餐台全是小孩子喜欢的！太可爱了！我也跟着蹭了点瞬间觉得自己都可爱了哈哈！吃饱喝足后就带娃到公寓一楼的玩元素去嗨皮！这绝对是让娃充分放电的好地方！玩具都是Hape的！还有好多大型游乐设备大人也能玩，我挑战了个45度的大滑梯～～～那酸爽哈哈，太刺激了！这2天的总体感受就是住了这么多五星级酒店，香格里拉就是不一样！服务可以说是无微不至了！让人觉得确实舒服和放松！所有人对宝宝都特别热情，宝宝也特别特别开心！以至于退房的时候宝宝耍赖说不要走，还要住哈哈！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年05月入住,高级双床房,0,一直对香格里拉大酒店有着莫名的好感，这次终于有机会入住，果然不错???干净、卫生、整洁……入住的这几天每天都有水果提供(苹果和桃子都不错)???大连香格里拉大酒店位于中山区、人民路……交通地理位置优势明显……出了酒店走几步就是公交车站，超级方便。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2019年05月入住,儿童主题房,0,两个家庭出游\n特地空出来一天感受下大连的香格里拉的儿童主题房\n虽然整体装修偏旧了\n但是服务真的是特别到位\n基本的要求都可以满足\n特别是宾客部的王颖主管待客热情\n还送了小朋友礼物\n最值得一提的是离开的时候忘记了小朋友的电话手表\n失物招领处很快忙着找到\n并安排了快递寄回\n如果下次有机会去大连\n还会再来香格里拉
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,儿童主题房,,这次入住大连香格里拉大酒店，感觉真的非常好??无论是酒店的外部环境和酒店的内部及房间内的设施及环境，都是特别的好??酒店门口的礼宾接待人员都是非常热情??还有一位俄罗斯的美女工作人员也是非常热情??清扫房间的工作人员张西翠也是很热情??还帮忙烧水等。总之，对香格里拉大酒店的印象是非常的好??以后还会继续选择入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,0,亲子房很赞，亲子配套设施齐全，鸭子浴袍小熊浴巾还有小帐篷是我们家小朋友最爱。随口问了下服务员有没有小朋友的小马桶，结果还真有并且马上就给我送过来了！早餐很丰富，就是人多了点，供应有些跟不上。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,0,订了两晚的香格里拉亲子房，房间布置小朋友很满意，每天会送水果，酒店小花园有滑梯可以玩，还可以喂小鱼逗小兔，服务人员都很亲切，大堂每天都人来人往，但是有条不紊，服务水平很棒，整体性价比高，如果在市中心或者东港附近活动，选香格里拉没错啦。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级大床房,0,整体不错，房间干净且面积很大。还给宝宝准备小黄人系列电影，棒棒哒！入住和退房都办理的很迅速，前台李影服务周到，讲解清晰。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年05月入住,高级大床房,0,早餐很丰富。酒店位置很好。离市中心近。28层风景观城市不错。夜景真的很漂亮。客房服务李晓静服务很周到。感谢
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2019年04月入住,豪华阁大床房,,出差前看点评，很多人说酒店设施旧、服务差，我心里有点忐忑。不过因为离办事的地方近，就住一晚，我还是选择了豪华阁大床房。果然要自己住过才知道实情，服务出乎意料的好，宾馆设施不能说最先进，但至少够得上五星标准。办理入住时免费升级到了套房，前台每句话必以谢谢结尾，弄得我都不好意思了。进门到前台一点点路，有3名员工主动上前要帮助提行李箱，虽然只是一个小小的上机箱。豪华阁的happy hour餐饮品种丰富，客人不多。房间里被子只有一条且稍微薄了点，我自己找到了备用的毯子一条、枕头若干。洗浴都是欧舒丹品牌，卫生间有两个。退房和开发票很迅速，并没有等很久。一楼早餐品种稍微简单了点，还可以再改进。很满意，以后去大连还住这儿！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,高级大床房,0,早餐挺丰富，但一百多块钱的大洋也蛮贵的，可是五星级的酒店应该都差不多这样，虽说我这次去出差下榻，但住的这些天看到酒店有蛮多亲子设施，也适合亲子游。位置在繁华的人民路，路段很好。
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2019年05月入住,儿童主题房,0,还得是老牌的五星级酒店，虽然酒店有年头了，但是卫生是没得说的，一进屋就感觉特别的舒服，订的是儿童房，一晚多了几十块钱。两米的大床确实够宽，可我是俩孩子，就比较挤了。建议还是选择正常双床拼一起会更舒服。酒店的服务很好，尽职尽责。这个价格在五一期间能住到也是很划算了。挨着酒店一条街旁边是时代广场，几乎囊括了所有的奢侈品大牌，没去过不知道里面啥样。极力推荐。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,0,带娃首选，订的亲子探险套装，含玩元素门票非常划算，孩子玩两天还没玩够，早餐非常丰富，晚餐自助烧烤和麻辣小龙虾非常美味，美中不足就是酒店没有通地下车库的电梯，一看楼梯间的标语瞬间感觉酒店的设计太人性化了，下次去大连一定还住香格里拉
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年06月入住,高级大床房,0,非常不错的一家五星级酒店 酒店装修风格现代 位于大连市中心中山广场附近 交通很方便 周边吃的也很多 适合带孩子入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,,这次单独带孩子来大连玩，住的星海假日，希尔顿，还有香格里拉，总体来说大连的五星酒店都特别好。香格里拉是最后一站，离车站近，早餐晚餐也是在酒店吃的，种类丰富，味道也不错，酒店楼下有个玩元素主题乐园，女儿在那玩了大半天都玩不够，订的亲子房带儿童洗漱用品，拖鞋浴巾一应俱全，市里相对景区肯定人要多一些，酒店餐厅也是熙熙攘攘，但是晚上睡觉时隔音还是不错，没什么噪音。入住还赠送了小点心和水果，真是非常贴心啦～下次来大连一定还会入住这里。大连真的是一个非常好的旅游城市。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年05月入住,高级大床房,0,酒店位置距离大连火车站很近，位置也很棒，距离地铁2号线还好，需要步行一段路，酒店的早餐真是没话说，很喜欢。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,高级双床房,0,环境不错，毕竟是连锁知名酒店，服务也相当好，有适合小宝宝玩的淘气堡，室外滑梯，游泳馆，干净舒适，如有需要还会光顾！
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,家庭亲子,2019年05月入住,儿童主题房,0,早餐丰富，儿童房的配置要比一般双床房更高档一些，从卫生间到卧室都充满童趣，连小学生都喜欢，很适合带孩子玩儿。酒店位置在人民路上，交通便利，离地铁也不远，步行可达二号线港湾广场。加床和停车场没问。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年03月入住,高级双床房,0,当初订酒店就是看到香格里拉人民路的夜景非常美，入住之后果然不失所望，酒店干净，配套齐全，服务周到，泳池健身房网球场很想体验的，因为时间原因，没机会体验，退房的前台值班经理Norma服务周到，人美心善，友好热情，给我留下了非常好的印象，还赠送伴手礼，非常感谢香格里拉酒店的所有工作人员，谢谢你们辛苦付出。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,儿童主题房,0,第一次带宝宝（30个月）来大连
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级大床房,0,环境服务都非常好，下次还会选择香格里拉酒店！酒店根据我家的实际需要帮助免费增加的婴儿床，服务很贴心。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,高级双床房,0,只能说大连的香格里拉是我住过酒店里服务最好的一家了，门童，前台，客房服务员，豪华阁，一楼咖啡吧，自助餐厅，前台旅游车安排员工，处处让人舒畅~再次来大连的不二之选！赞！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,,0,非常喜欢这个亲子套房！孩子们在房间里的活动空间很大，设施齐全。楼层在22楼外面可以隐约看见几艘大连港停靠的?。街景尤其是夜晚看着不错。一楼自助餐在同级别酒店里还可以。孩子们喜欢去游泳。缺点就是电视儿童频道效果很不稳定。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,高级大床房,0,入住三晚期间感受到了整洁温馨热情的服务，并且正值生日，收到了蛋糕和酒店Yana及Andrew等同事的热情祝贺。卫生状况优秀；客房服务响应迅速，无论是饮用水、儿童塑料马桶等需求；中餐厅环境优雅、日料餐厅出品中规中矩；客房送餐性价比高且非常方便，出游回酒店路上通过微信预定，回到房间基本正好能吃上
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年03月入住,儿童主题房,0,品牌的就是虽然年头有点长了 但是服务特别好 都很热情 睡觉的床品也很舒服 住别的酒店 不是枕头硬就是被子特别厚 住香格里拉没有这种感觉 订的亲子房 里面送了水果 牛奶和小饼干 酒店的二楼中餐和日料都很出名 只是没去尝 希望下次能去
"位置:5.0,设施:4.0,服务:4.0,卫生:2.0",3.8,家庭亲子,2019年04月入住,儿童主题房,0,住了两天，这是我第二天晚上回房间的卫生状况。你们不收拾卫生吗？还有别的照片忘了拍了。我前一天晚上用的餐刀都脏了也不给换！我在其他香格里拉都没碰到过这种情况，实在是不太好！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年02月入住,高级双床房,,地理位置很好，只是这个季节是淡季又赶上降温，路上人车都很少最重要是春节期间很多饭店小吃店都不开门……还好参加酒店活动加了早餐升级了行政房，几天来就可以泡在酒店里有吃有喝的睡大觉了。前台小哥哥帅帅哒，行政酒廊的小姐姐们也美美哒，对的酒店服务非常满意。下次还可以带家人来这里住。
"位置:5.0,设施:3.0,服务:3.0,卫生:5.0",4,家庭亲子,2019年05月入住,豪华大床房,0,下午3点半办理入住还非常慢，酒店的一些陈设已经老旧，电毯上布满液体的痕迹，也未清理，入住两天，第二天房卡居然打不开房门，体验非常不好！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,儿童主题房,0,定的儿童房，有准备小玩具和龙狮！非常适合带宝宝出行的！早餐也非常丰富！满意～下次带宝宝来还会考虑来这里
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年01月入住,,0,酒店的房间非常完美，客房的服务也很好，给人很温暖的感觉，赞一个！孩子玩的也特别好，去后面的玩元素玩了两个小时没玩够，说下次还要来玩！晚上去香宫吃的晚餐，烤鸭觉得很不错，点菜的那个服务员有点那个，我一个人带两个小不点点了一只烤鸭，还推荐我点一个帝王蟹，晕了！总的来说都是很好的，下次还会来住的，这次提前去玩元素，让孩子玩上一天！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,高级双床房,0,定了两个房间，入住时特意给我们安排了挨着的，中间的门可以打开，孩子很开心。客房服务员也很体贴，服务周到。谢谢办理入住的Yana。大连是我喜欢的城市。?
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,高级大床房,0,宾馆不愧是国际连锁，条件还是改有的都有，智能马桶圈给我这样用惯智能马桶的有了家的感觉。早餐也还不错，感觉最温馨的是知道我喝茶，给放了好多瓶瓶装水泡茶。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年01月入住,高级大床房,0,环境很好，临近中山广场交通便利，地铁公交全达。附近吃饭的地方也较多，人民东路的夜景超美。卫生不错，打扫及时。唯一不足就是床头柜没有充电电源插座。总体来说是不错的体验。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,,0,非常适合有孩子家庭。我家2个娃进屋一刻都惊呆了。房子里各种玩具一应俱全，孩子洗漱用具，包括浴袍都想到了。还有孩子都小点心。水果一应俱全。自动在25层商务酒廊早饭，还有下午茶。孩子吃得很快乐。中西餐一应俱全。10分推荐！以后去大连还会住这里！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年05月入住,高级大床房,0,酒店服务人员都很热情，早餐的话一楼由于假期原因人很多，无奈去的二层～房间卫生区还不错。结账时王颖杨雅萍很热情 。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,高级双床房,0,地理位置优越的酒店，大堂也气派，办理入住和离店都方便快捷， 酒店没有西式自助餐，日式自助餐，和粤菜点心自助餐，团购都有优惠，很实惠，4楼有游泳池，健身房和网球场，设备很新，保养很好，游泳池是室内恒温的，总体推荐，房间整洁卫生，设施齐全
"位置:5.0,设施:5.0,服务:3.0,卫生:2.0",3.8,家庭亲子,2019年04月入住,儿童主题房,,酒店卫生不好，铁钉留在地毯上，其他服务挺好的，交代前台办理会员至今没有回复。
"位置:3.0,设施:2.0,服务:1.0,卫生:3.0",2.3,家庭亲子,2019年06月入住,高级大床房,0,酒店太老，设施陈旧，服务也不到位。我预订两个房间标记在同一楼层。但是，办理入住的时候前台却说预订部没有告知。因为当天酒店接了政府会议团，房间都满了，调不了。最后我给携程打电话让携程处理，最后一个经理给我升级了两个房间。即便这样的处理结果我也不满意，我带着老妈和外婆，外婆都80多岁了，我到酒店已经晚上9点多了，办入住居然用了办个多小时。因为酒店自己的问题，耽误了我们的休息时间。更奇葩的是我到房间20多分钟以后行李还没有送到房间，打电话给礼宾部，居然说前台没有交代。这种服务我也真是服了！入住当天酒店接待了政府团，门口还升级了保卫，设了安检。如果酒店的接待能力有问题，在接会议团的时候就不要再接散客了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,高级大床房,0,酒店位置好，吃饭交通都很方便。正好赶上多国省州长会议，每次出入需要安检。酒店的泳池人少水干净。房间的床超级大。下次会考虑再入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级双床房,0,整体感觉不错，酒店位置很好，房间设施虽老但干净整洁，早餐也可以，基本上除了刚到时门童不见踪影没人帮忙拿行李外都挺好的，check out时门童倒挺积极，前台于涵很热情，好评！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级双床房,0,好几年没住过需要交押金的酒店了，国内从上海迪斯尼酒店到广州长隆酒店珠海横琴湾酒店，都没收过押金，退房也方便，有的直接房卡投在大堂的小箱里就可以走人，希望香格里拉能改进下退房手续，两房两晚四千收两千押金到付六千，携程上又有个保留房间押了两千，那我是不是办了入住就应该退回了？第三天提示退了还要几个工作日到账…总之下次不会再选了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,高级大床房,0,酒店设施很温馨，气派，服务非常贴心，我们一家三口游玩，体验非常好。尤其是给我们做房间清洁的曲雪美女，非常贴心，给我们孩子准备了小熊毛巾，孩子特别喜欢。期间遇到的媳妇的生日，酒店送上一块生日蛋糕。真的是非常好的一次入住体验
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,豪华大床房,0,早餐品种不多，装修有点老旧了，但是酒店位置好，出行方便，房间服务非常好，知道宝宝发烧多给了矿泉水和水果，感谢客房服务郝慧英和领班姚晶，这次升级了27层豪华阁，含早含下午茶，下午茶出乎意料的好，晚饭省了 ?
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,高级大床房,,快接近十二点才到的酒店 前台服务是个大美女 记得明天叫王颖IVY  服务态度好而且还贴心的给我升级到了套房。套房是个亲子房间。这家酒店本身建造已经已经挺久了，但是看得出他们在亲子方面的用心。 早上打开窗可以看到不太远的地方有海，离开机场大约四十分钟，离中山广场车程大约十分钟内。早餐还可以平常水准。下次带孩子来大连玩会住这里 性价比很高
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,高级大床房,0,特别好，客人住的很舒适，表示很满意，安静适合商务出行。健身设施也不错！会再次选择！早餐有点贵但是品质很好！
