scores,avg_score,types,date,room,useful,comments
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2019年04月入住,行政远景房,0,五一假期和先生度假入住酒店，舒适度非常不错，特别是酒店的各项服务很棒，酒店管理好！健身房和游泳池很干净。下次来大连度假会再度光临。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年06月入住,豪华大床房,0,环境很好。服务也比较周到。也比较安静。床单被子都很干净。没有螨虫。因为很多酒店这个杯子和床单都会有很多螨虫和一些碎毛毛
"位置:5.0,设施:3.0,服务:5.0,卫生:3.0",4,家庭亲子,2018年10月入住,豪华大床房,,3点到酒店，5点才有房，这都没事。关键，房间是住过的五星级酒店里面最最差的。大堂还不错，服务不行，房间设施太太太旧。床品很旧很差，浴巾都很旧，看起来很不舒服。浴室门是坏的，拉出来推不进去，悬在那里还会晃动。\n还露出里面的毛胚。\n不会入住第二次。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年02月入住,豪华大床房,,大连康莱德酒店是我去大连最喜欢入住的酒店了，位于东港商务区，能看到大海，酒店前台、门童服务热情！早餐可以在38楼，也可以在一楼的富力希尔顿吃，相当丰富。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2018年09月入住,豪华远景大床房,,酒店楼下旁边就是东港音乐喷泉广场，可惜当天没有开，所以没看到有点小遗憾！晚上沿着广场吹着海风散散步，感觉非常好，顺着广场一直走就到威尼斯水游城了，里面可以坐船游一圈，两边都是欧式建筑，酒店位置还不错，而且服务非常好，一下车就有人帮忙拿行李，还有前台的美女，定的是豪华远景房，美女特意给升级成了套房，非常感谢，服务态度特别好！唯一美中不足的是，整个大套房里，就卫生间洗手池台面放一盒抽纸，其它地方竟然都没纸巾，感觉很不方便，不像这种级别酒店该出现的，望改善！不过依然不影响我给五分好评，总之推荐！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年03月入住,豪华大床房,0,反正就是喜欢啦，我对酒店的要求比较高，洁癖啦，大连的好酒店我还是最喜欢这家，不管是床干净度风景酒店的房型反正就是很完美啦，照片先不放啦，都是情侣照😌
"位置:3.0,设施:1.0,服务:4.0,卫生:2.0",2.5,朋友出游,2019年05月入住,豪华大床房,0,这也好意思叫五星酒店，服气了
"位置:3.0,设施:3.0,服务:2.0,卫生:4.0",3,独自旅行,2019年05月入住,豪华大床房,0,我也不知道说点什么，第一次在五星酒店门口看到车场当着客人面爆粗口，打扰了。不见。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年10月入住,豪华大床房,0,前台工作人员安排的海景房，还给免费办理了希尔顿会员，之前住其他希尔顿管理的酒店都没有享受过该待遇，哈哈，到底是康莱德，就是没去体验早餐，有点遗憾，很满意的酒店，推荐！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年08月入住,豪华远景大床房,,酒店服务很棒，一下车，就有人帮我提行李，在check in的时候一直耐心等待，接待的前台很nice，办完入住，一直有人随行送到房间内。房间整体很敞亮，尤其是浴室，非常棒，浴缸旁边就是很大的落地窗，可以看到海景。床的对面也是落地窗，整个房间虽然有一些些老，但是很大气👍第二天早餐去的38楼，虽然餐品种类不多，但是景观非常好，吃着也很舒心。以后来大连，一定还会住这里的豪华海景房，性价比很高，体验很棒👍
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年02月入住,豪华远景大床房,0,预定了两天的豪华远景大床，办理入住时被告知满房了，这点很不能理解，当天满房跟我提前一个月预定的有什么关系，虽然给升级了行政大床，面积比远景小，我想要的海景也没有，这点很不爽。早餐在行政吃的，景色至少比我住的房间好很多，本来餐食就少，烤面包机还坏了，泳池很好，再次入住也只可能因为你家泳池
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年02月入住,豪华远景大床房,0,很温馨，泳池不错，赞！房间太干燥，也是北方酒店冬天的普遍问题，早餐分为两个地方，可以去希尔顿，也可以去行政酒廊，行政酒廊人比较多，菜品供应不及时，也可以理解，总体，推荐！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年04月入住,豪华大床房,0,和旁边的希尔顿在一起吃早餐，之前觉得希尔顿可能好些，但是入住后发现这个服务态度高于希尔顿。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,豪华大床房,0,这个城市来讲，还不错的酒店
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,独自旅行,2018年09月入住,豪华远景大床房,0,"""房间整洁，设备有些老久，康莱德38楼餐厅环境静雅，比起希尔顿一楼那炫喧闹的茶餐厅一般好太多了，周边环境挺好，有游乐园有音乐喷泉，东港水上威尼斯得夜景相当漂亮，一次完美的旅行o(〃'▽'〃)o"""
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年08月入住,豪华远景大床房,,早餐很好，有两个餐厅可以吃早餐，38楼康莱德和1楼希尔顿！早餐比较封盛！酒店位置离东港游船码头很近，100块出海喂海鸥！风景优美！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,海景套房,0,早餐不错 很好。酒店位置好 离东港近 打车都是起步费、总体还是很好的。毕竟是希尔顿旗下的酒店。哈哈哈
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年03月入住,豪华大床房,0,好停车 服务好 酒店房间有点干，始终要空调，如果可以独立调控温度会更好。窗帘透光，希望可以改善
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年09月入住,豪华远景大床房,0,很不错，能加床～早餐也非常丰富。想吃的都有。中西餐。最爱吃米粉。晚餐吃过自助，也不错～有停车场。地上地下，地下收费50过夜地上免费。非常适合带孩子。服务态度不错。本来打算定星海广场那个城堡的酒店。评论说服务态度差。康莱德一切都不错。住的非常舒服。房间也够大。卫生也不错。个人对卫生还是挺在乎的。这不错～值得再次入住...
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2018年09月入住,豪华大床房,,一个字，豪！金色的色调，龙头也是金色的。38层早餐面对无敌海景，真好！车位紧张，大门外的空间局促，车辆挤的满满的。提一个小意见，房间写字台前的皮椅都磨破了皮，大堂前台的小姑娘也坐着同样破相的椅子，甚是刺眼！
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,家庭亲子,2018年10月入住,豪华大床房,,催了酒店三四次，没有婴儿床。孩子睡觉，从大床上滚下来了，磕到头流血。\n1.打电话给前台、礼宾，告诉孩子头破了流血。居然说给创口贴。一点都不认真。\n2.问前台、礼宾，哪个医院好，有没有私立医院等等。都说不知道。一点都不关心。\n3.等车去医院的时候，经理杨杰说可以给我们升级个房间…一点都不替客人想，孩子头破了，升级房间有什么意义。\n4.孩子半夜看完医生回来，我们想退房，已经住了的房费我们正常付，就是不想住这里了。经理说要请示领导…\n这个酒店硬件上大概三星四星的水平，但服务上，通过事情看出来让人很糟心。住过那么多酒店，没有一个没有婴儿床的。也懒得跟酒店啰嗦，先退房，再找他们总部投诉吧。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,豪华远景大床房,0,酒店位于大连中山的东港的海边，大海近在迟尺，海景房景致不错。酒店离中山广场也比较近，商业气氛浓厚。酒店设施新而且全，服务非常贴心。房间宽敞整洁舒适。早餐非常好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华大床房,0,早餐有两个地方，都可以试试：38层行政走廊环境很好，一层希尔顿餐厅品种多。看海和码头的房间精致都很不错！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华大床房,0,早餐一楼的和38楼的都去过了，还是觉得38楼好，环境比较好，安静，一楼那边人太多。地理位置比较好，打车方便，。
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,家庭亲子,2018年08月入住,行政远景房,0,房间大，风景好，设施豪华。附近餐饮娱乐比较少，地铁站很远。需要去希尔顿酒店吃饭，有点小贵，建议直接去市中心吃
"位置:4.0,设施:3.0,服务:3.0,卫生:4.0",3.5,商务出差,2018年08月入住,豪华大床房,,在本人正在房间休息，也未经授权的情况下，工作人员私自进入房间，中断了我的休息并吓了一大跳。管理非常的不专业，投诉给值班经理也非常的没有用！徒有其表的酒店！
"位置:5.0,设施:1.0,服务:1.0,卫生:1.0",2,朋友出游,2019年02月入住,豪华大床房,0,真心差 不会再定   酒店没有wifi   不是一次性拖鞋    拖鞋上还都是头发    电梯特别慢   房间没信号
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年09月入住,豪华大床房,0,很高大上的酒店，酒店紧邻希尔顿，虽然价格比希尔顿贵但真的好很多，下次来还会想入住的酒店
"位置:5.0,设施:3.0,服务:5.0,卫生:4.0",4.3,情侣出游,2018年06月入住,豪华大床房,,酒店服务态度没的说，房间景色很好，基础设施也不错。但通过与其他五星级酒店的比较来说，还是不够现代化，比如虽然提供了房间音响，但是依旧是老旧的苹果4插口，根本用不了，另外电视没有较多的电影可供选择，也无法进行Apple play，作为高端的国际五星级酒店，应该实时更新设备，为客人提供更多的选择和更好的体验。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年01月入住,豪华远景大床房,0,环境很好，服务还可以吧，就是没有充电器的服务给拉了后腿。开始说没有了，后来有了还是坏的，充不上。希望能完善服务。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年04月入住,豪华大床房,0,房间挺好的，服务也很热情，周到，就是早餐样式有点少！设施挺好的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年04月入住,豪华大床房,,非常满意。定的大床房，我问还有个八岁孩子能睡下吗？大堂服务人员立马说可以加床，我们就上楼了。进房间一看，床还瞒大的，可以睡下。送来的床也就是简单的，放衣服得了，没想到送来的质量特别好，床垫子很厚，楼层阿姨给细心铺好。\n胶囊试咖啡机不怎么会用，阿姨给泡的，而且又多送了4.5个，我说老公爱喝茶，又一起给加了4.5瓶水。还主动给孩子拿来穿的小拖鞋，多加了浴巾备品。\n目前住过最主动的酒店了！！！下次还来。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2019年04月入住,豪华大床房,0,4月份北方还冷，中央空调没有热风，要根据个人喜好能调整才好
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2018年10月入住,豪华大床房,0,酒店服务好，设备旧了点，要订能看到海港的房间才好，\n酒店早餐我感觉楼上的行政酒廊比一楼的好，虽然菜品没有一楼多但是人少，一楼是和希尔顿共用的。酒店停车是一大问题，平时还好，节假日酒店门口就会停满，而地下车库不管是不是住客都收费50元一晚，虽然这费用可以和携程协商会予以报销，但是还是很奇怪的规定，其实酒店可以采取酒店客人给停车券的方式。
"位置:4.0,设施:3.0,服务:5.0,卫生:4.0",4,家庭亲子,2018年05月入住,豪华大床房,0,服务很好，很主动，不论是停车、大堂、前台还是客房都很热情也能解决问题；周边虽然不繁华，但是有音乐喷泉和水世界；就是房间里的转椅…都掉渣了，用的多狠啊……其他的还好；早餐中规中矩，和希尔顿公用餐厅，就是华夫饼有点薄，面包很新鲜！总体不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年04月入住,豪华大床房,0,带着孩子来的，酒店前台和帮那行李小哥服务太好了，热情彬彬有礼，主动帮拿行李。一近房间，非常大，也很干净，尤其视野极其开阔，能看到整个音乐喷泉广场和远处大海，晚上坐屋里看个喷泉，很惬意!附近吃的不多，楼下也就麦当劳肯德基必胜客，距离酒店大概500米就是东方水城，可以过去逛逛，是和喷泉广场连在一起的，另外广场可以喂海鸥，坐帆船出海玩玩，不错!总之 ，非常满意，下次来大连还住这里!
"位置:4.0,设施:5.0,服务:4.0,卫生:5.0",4.5,家庭亲子,2018年10月入住,豪华大床房,0,早饭可以到38楼，但是吃的不多，一楼的话要到隔壁希尔顿去吃，平时人不多，国庆还要排队，酒店位置还可以，但是停车位不多，酒店一楼的行李员态度特别好，一个帅小伙
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,豪华远景大床房,0,每次来大连必住的地方。房间大，视野好，设施也不错，服务也挺到位的。停车地方也方便。去市区也是10来分钟车程。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,豪华远景大床房,0,大连所有的五星级我都住过，康莱德给我的印象最好，从迎宾服务到客房打扫几乎完美，虽然酒店设施装修不是很新了，但也性能良好干净整洁，相比城堡和君越，康莱德胜在性价比，很赞，以后来大连只选择康莱德
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华远景大床房,0,地点在东港商务区，临近音乐喷泉广场，出去玩特别方便。适合旅行，酒店舒适，早餐很好，景色特别好。度假首选
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,豪华大床房,0,酒店在大连东港商务区非常不错的酒店地理位置好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年06月入住,豪华远景大床房,0,房间很漂亮，可以看见海港，很美，服务也好，很住的很舒服。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,豪华大床房,0,非常喜欢的酒店，位置优越临近海边，设施完善，服务贴心，还有赠送的胶囊咖啡很美味！价格合理，很满意！推荐这家！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2018年09月入住,豪华大床房,0,上午到达酒店，下车就有帮我接过行李箱的，办理入住服务态度相当好，由于时间过早我们先把行李寄存在酒店。下午游玩回来直接去前台报名字拿房卡。酒店房间相当不错，设施完善，格局也好，床很舒服，反正房间我很满意，酒店早餐一个在38层（品种稍少点）景观比较好，还有一个是共享希尔顿的一层（相对品种丰富）酒店服务真的要给六星，所到之处都是工作人员问候打招呼，有任何问题直接拨“0”立马解决。最可贵的是最后一天夜里两点，全身过敏，突发寻麻疹，打电话给总台，工作人员说我们礼宾部可以打车出去帮你买药，速度很快，很负责任，感谢夜里帮忙的小伙，以后来大连还会选这。
"位置:4.0,设施:2.0,服务:3.0,卫生:2.0",2.8,家庭亲子,2018年08月入住,豪华大床房,0,真没觉得哪里好 我不是个挑剔的人  但是我是看到评价说服务怎么怎么好 我才选择带孩子来的 没什么服务 因为也没看到什么服务人员 一千多一个晚上  床皮都破了  早餐200块钱一位 真的没特色不好吃 我同学在吉林的五星级酒店早餐超级好吃 不知道为什么大连这种旅游城市 五星级就不能做的好点吗 就那样吧 真不是挑刺 唉
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2018年03月入住,豪华大床房,0,之前住过希尔顿行政楼层 海景比康莱德要好一点，但是房间没有康的大 ，这次机验到了康莱德独具特色的服务，让我无可挑剔，从普通服务员到经理都是一流服务态度，是任何五星酒店都比不了的。期待下次入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年06月入住,豪华大床房,0,我想知道浴池旁的小鸭子可以带走吗？
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华大床房,0,早餐有很多人说种类少，的确没有隔壁希尔顿多，但是也足够了，都是常吃的。相比之下更安静，更喜欢在康莱德用餐。要给携程点赞，第一晚因为天气飞机取消，虽然酒店预订的时候说的不退，但携程还是把那晚的房费退了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华远景大床房,0,非常棒的酒店，干净豪华服务也好，大连旅游住的非常愉快！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年07月入住,豪华大床房,0,酒店服务很好 很干净 环境也非常好👍 下次出行大连 第一选择
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2018年08月入住,豪华大床房,0,这个酒店，给打70分，大厅起码还有人帮忙给那个行李，虽然旁边就是希尔顿酒店，但是，服务态度差太多了，都是一个公司的，真的搞不懂，一共住了两个晚上，第一晚在隔壁希尔顿酒店，简直是失望至极，这次住在这里康莱德酒店的服务还算可以，房间也比较满意，唯一不高兴的就是居然和希尔顿酒店用一个早餐厅，费用提高很多，有一种被骗的感觉
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年04月入住,豪华大床房,0,38楼的餐厅可以边看大海边吃早餐，早餐的种类非常多，味道也非常好，服务生的服务也非常专业，总之非常满意的一次住宿体验
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年04月入住,豪华大床房,0,全五星好评，酒店设施很新，卫生很好，在38楼吃的早餐，品种不多但也够吃，风景很好。离15库和海边都非常近
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,朋友出游,2018年08月入住,豪华大床房,0,地理位置很不错 靠近东港音乐喷泉 大连的旺季 酒店价格性价比还是很好的 隔壁就是希尔顿 停车因为地下车库没开放 地面车位比较有限
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年08月入住,豪华大床房,0,一级棒，特别新的酒店，符合所有五星级标准，前台小哥哥服务特别好，给延长了退房时间，价格也不是特别贵，还会选择入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,豪华大床房,0,酒店觉对的惊喜，环境非常好，全部高楼层，商务出差很好，他家的床和枕头都很舒服，强烈推荐！属于五星级的酒店！
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,朋友出游,2018年12月入住,豪华大床房,0,酒店设施齐全，前台办理入住的小姐姐很亲切，凌晨没看到大堂的保安...
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,豪华远景大床房,0,大连之行最满意的酒店啦，虽然价格很高，但服务很好，环境很好，早点也不错，大海尽收眼底，为宝宝准备了小拖鞋和康莱德小熊，很贴心！
"位置:5.0,设施:1.0,服务:1.0,卫生:4.0",2.8,情侣出游,2018年07月入住,豪华大床房,,酒店的服务配不上这个房价！！我从写评价，但这次一定要写下：1、当晚到酒店，房间电视不好用，着急看球，叫了服务人员，30分钟才上楼，上来了还不会修；2、房间Wi-Fi非常差！3、房间咖啡机也是坏的；4、办理完退房离开酒店，居然接到酒店3个电话，问我是否还续住；做为大连顶级酒店之一，各项服务居然比不上一般的酒店，不会在住了！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年01月入住,行政远景房,0,康莱德酒店作为希尔顿酒店集团旗下酒店，酒店致力于提供客人极具特色的顶级设施与服务。其以希尔顿创始人 - -康莱德 希尔顿（CONRAD HILTON）的名字命名，是希尔顿放手世界的又一大品牌标志，目前在全球仅20家，高端性溢于言表。\n\n酒店坐落于东港商务区的中心位置 中山区人民东路31号 隔壁就是万达希尔顿酒店 从机场打车过来30元左右，我是中午十二点到的酒店 进入大堂后发现有一种富丽堂皇的感觉。check-in的小哥非常有礼貌 房间被安排在29层，房间很大，可以看到海 房间还有一台空气净化器，非常喜欢。浴室超级赞！\n\n酒店的娱乐设施位于5楼 泳池的水温温度适中 2楼是中餐厅 早餐是在万达希尔顿地阔西餐厅 位于一楼  \n早餐很丰富 ！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2017年12月入住,豪华远景大床房,0,来跨年，看焰火，交通便利，出酒店步行七八分钟就是地铁站，视野开阔，服务员态度好，早餐丰富，卫生间干湿分离，电动马桶，热水特别棒，可以边泡澡边看电视。隔音效果好 。添加会员，可以延长至下午两点。我和丈夫非常满意，下次带孩子来。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,豪华大床房,0,房间非常棒，38楼顶层可以看到东港码头全貌
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年06月入住,豪华远景大床房,,早餐很丰盛，可以选择行政楼层餐厅也可以选择隔壁希尔顿餐厅用餐，行政餐厅能直接看海，很不错。酒店主打商务出行，亲子设施一般，大堂走廊房间装修奢华，舒适度很好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,豪华大床房,0,非常不错的酒店，下次还会考虑入住此酒店。房间很大，地理位置优越，早餐丰富，还有空气净化器，非常喜欢这个酒店。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年06月入住,豪华套房,0,风格有点土，没有其他康莱德洋气
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年06月入住,豪华远景大床房,0,酒店旁边晚上有音乐喷泉 广场可以骑自行车 地理位置很好 酒店房间风景不错 设施也很好 尤其是酒店服务人员 很热情 笑容满面 给人很温暖的感觉 帮忙办理入住和退房的都是同一个人叫林巧 人非常细心周到 还有礼宾部有个带眼镜的小伙子 忘记问他名字了 帮忙跑前跑后 始终笑眯眯 下次来大连还住康莱德
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华大床房,0,早餐丰富，可以加婴儿床，旁边就有游乐场，适合带孩子来玩，酒店位置也不错，靠剧场旁，可以观夜景和海景哦！
"位置:3.0,设施:4.0,服务:4.0,卫生:4.0",3.8,家庭亲子,2018年06月入住,豪华远景大床房,,酒店临近港湾，步行去看海方便。但是似乎是位于新区，周边没有什么商业，吃饭和逛街不是很方便。不知道为什么东北的酒店早餐不令人如意。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年06月入住,豪华大床房,0,酒店可以看海，楼下不远处就是音乐喷泉广场和东方威尼斯景点。但是周围没什么吃饭的地方。酒店房间的价格波动很大，同一天上午和晚上定的价格完全不同
