scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年04月入住,远景大床房,0,挺不错的，设施也齐全，干净的，位于东港商务区，周边一片现代化大楼，下楼就是音乐喷泉广场，而且海景房挺不错，早上还能看看日出
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,独自旅行,2019年01月入住,豪华海景客房,0,早餐不错，可颂面包超正宗，煎饺馅地道。细节服务好。酒店位置超赞，订了个看海的房间。走二三百米到海边，空气清新，呼吸顺畅，到大连游玩儿，住宿首选。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,希尔顿客房,0,非常棒，可以提前入住。就是望出去的景色比较一般，对面是大连的会议中心，离玩的地方挺近，有地铁和公交车。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年06月入住,远景大床房,0,窗外风景很好，视线开阔，对着大海心情立马好起来了！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,豪华海景客房,0,酒店设施有些老，像窗户的密封胶会有部分脱落。最大的问题是酒店的玻璃比较脏，在房间里用手机向外拍照基本没什么可能。不过酒店服务还是很好的，因为孩子想在酒店房间看日出，前台特意重新帮忙分配了一间朝向好的房间，早上日出很好看。
"位置:5.0,设施:3.0,服务:4.0,卫生:3.0",3.8,家庭亲子,2019年06月入住,希尔顿客房,0,位置好出门就是东港，晚上欣赏夜景很美。酒店大堂没有休息的地方，办理入住及离店手续排队时间长。客房设施陈旧，卫生状况堪忧，一次性洗漱用品包装太小，拖鞋还不如快捷酒店的好，赶上达沃斯，酒店在晚上1点后断电N次。早餐面包不错，中餐类都太难吃了，除了位置其他真的配不上五星级，卫生卫生卫生实在堪忧。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年06月入住,希尔顿客房,0,我们是自驾游选住希尔顿，酒店品质非常好，全方位堪称一流服务。我们夫妇定了两间房，前台主动帮我们升级了行政房。18日我们自驾到沈阳，还有另外两位朋友，我仍然选订了希尔顿三间房。谢谢！
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,朋友出游,2019年06月入住,希尔顿客房,0,房间很小像个三星级的酒店，酒店大堂富丽堂皇的等上了电梯走到楼道感觉就很一般了，洗漱用品也是很差的像宾馆里用的那种一样，前台服务态度也差，押金一定要用现金，当时没带现金非让我们又跑了一趟银行取钱，我们是外地旅游来的到了晚上八点多了，问附近有吃饭的地方没人家来了一句没有就他们酒店有但是很贵的，这种态度配不上酒店和价格总之很差
"位置:2.0,设施:3.0,服务:3.0,卫生:4.0",3,家庭亲子,2019年06月入住,希尔顿客房,,感觉非常一般，大概三星水平。所为海景房不过是船景房而已。。。有图👇👇👇
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年06月入住,行政套房,0,酒店的服务非常好，环境优美，硬件设施维护的也不错。行政酒廊为客人提供了十分周到与温馨的服务，特别提出表扬。服务人员整天素质不错，几位门童大叔服务热情，嗓音洪亮，给人一种十分亲切的感觉。\n希望酒店今后加强的有二，一是我住的是行政套房，恰好与旁边的一个双人房是联通房，联通房的房门隔音实在是太差了，隔壁邻居说话的内容都快听清楚了……二是早餐的服务很好，但是品种有点少了……
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,希尔顿客房,0,为了看海景订的房间，Chenk in 时前台职员给update到海景房，非常满意，感谢您的服务，非常满意的体验！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,希尔顿客房,0,给朋友订的，每次都住这里，应该是很方便，卫生什么的应该没话说，毕竟大酒店，价位中高档吧，看个人经济状况有条件的推荐
"位置:5.0,设施:4.0,服务:3.0,卫生:5.0",4.3,家庭亲子,2019年06月入住,希尔顿客房,0,酒店地点不错。离十五库 威尼斯水城都很近 但是下车的时候没人帮拿行李，也没有人告诉车能停在哪里 。我还领了个孩子。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年05月入住,希尔顿客房,0,环境美！干净！吃的也好！自助早餐样式多味道好！中西餐日料韩式都有，是不错的选择！周边环境更是没的说，可以直看音乐喷泉！极目远眺大海！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,希尔顿客房,0,第一次在国内入住希尔顿酒店。感觉比一些国外的希尔顿更奢华。房间设施齐全干净，酒店位置不算中心但是很素净。停车方便，就在门外。
"位置:5.0,设施:4.0,服务:3.0,卫生:4.0",4,家庭亲子,2019年02月入住,希尔顿客房,0,酒店硬件设施可以，服务态度吗，呵呵……，不过位置方便，如果不想出门楼下就有餐饮挺方便的，年幼的孩子挺喜欢的，有机会可能还会选这里！
"位置:5.0,设施:5.0,服务:2.0,卫生:5.0",4.3,其它,2019年05月入住,希尔顿客房,0,酒店很干净位置很好安静，前台服务很好很礼貌，卫生也不错的这些表扬，礼宾部的小帅哥也很好值得表扬，可是每次真的要吐槽行政楼层的服务，真的是大连这些家的五星级行政走廊里服务最呆板的，而且来了一句旺季没有钻卡第三方行政待遇，任何一个国家和地区都没有这样霸王条款吧，接待能力是自己酒店把控好的，而不能强加于顾客身上，对比楼上的康莱德行政楼层的服务也不是差了一点点，哪怕跟大连的洲际相比，服务也不是差了一个档次，因为入住率高，酒店就是爷顾客就要看脸色了吗？最可怕我不得不说，第二天我在官网预定因为我想避免在跟行政楼层有矛盾，是因为我前一晚说这种服务持续的话我要投诉集团原因吗？竟然没有任何通知把我订单取消了，去前台续住告诉我没有订单，我也懒得跟你们交涉了，去了康莱德.我希望以后我所有订单你们都能单方面取消，我会一直坚持预定，我看能取消几次.酒店服务没到一分感谢礼宾部和前台的服务吧.谢谢
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,希尔顿客房,0,强烈推荐，超级满意超级赞的一家酒店[强][强][强]\n出差大连，入住的富力希尔顿酒店，酒店离机场距离大概10多公里，打车40元左右，20多分钟，很方便。\n酒店靠海边，能看到海景，走走也能去看海，很方便。\n酒店服务很好，比凯宾斯基好太多了，强烈推荐大家到大连可以选择希尔顿，酒店服务从迎宾到前台到所有服务员服务都非常非常好，很礼貌，热情问好，很暖心。\n前台小姐姐人很好，给升级了房间，正海景，很美[愉快]房间很大，床品也很舒服，房间卫生干净，很满意，早餐很丰盛哦\n以后到大连还选择这里[愉快
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,希尔顿客房,0,春节假期带孩子去的大连，住的这家希尔顿酒店。早餐很不错，西点很好吃的。服务很好，清扫房间的大姐很尽心，认真
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2019年02月入住,豪华海景客房,0,交通很方便，大连的快速路可以直达。前台服务人员十分细致热情。游泳馆挺不错，可能是由于过年期间人员很少几乎是一人包场畅游...\n但酒店设施稍微有些陈旧（同国内其他希尔顿酒店相比），早晨有些一般...\n
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,希尔顿客房,0,早餐还可以，该有的都有了，带孩子去健身房玩了一会儿，很干净，确实对得起五星级酒店的星级服务，前台看我带孩子还给免费升级了海景房，一次完美的住宿
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,朋友出游,2019年04月入住,豪华海景客房,0,环境很不错，设施也很好，是一次不错体验，特别服务质量很好，早餐品种丰富，中西结合，满足客人的需求，太棒！·
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,希尔顿客房,,帮我家里人订的 由于有老人家走路不方便退房的时候让礼宾部的小伙帮忙拿下轮椅 小伙子服务特别好 一直送到老人家上车 特意看了下名字叫姜俊宇 还有早餐也很丰盛有个女厨师叫董小琳服务特别好 看到有老人也很照顾 前台办入住的姑娘服务也很好。总之这次旅行很愉快
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,情侣出游,2019年05月入住,希尔顿客房,,五一入住，首先进入房间，床头柜下面就有一个使用过的TT袋子。由于着急布置房间，没有找工作人员上来。其次，房间下面是个什么大机器，睡觉的时候非常响，严重影响睡眠。第二天早上吃饭，没有座位，没有被子，菜也空空，根本没得吃。最奇葩的是结账的时候，昨天布置了房间，工作人员说床头双面胶粘掉一块一厘米的皮子，要赔偿3000块。当我们人傻钱多吗？后来预授权有1000在酒店，协商后扣走了。先不说皮子是否是我们弄的，双面胶能带下来皮子？材料符合标准？1000块当给酒店清洁费了，如此差的服务和体验，以后不会在入住希尔顿。
"位置:5.0,设施:5.0,服务:4.0,卫生:4.0",4.5,家庭亲子,2019年05月入住,豪华海景客房,0,酒店位置就在东港，海景房视野好，硬件不错。但在节假日满客的时候对房间调配及清理的统筹力有待提升，感觉不像希尔顿。打车去火车站、中山广场等都在10元起步价左右。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2019年04月入住,豪华海景客房,0,很好的酒店，房间整洁，布局合理，海景可以看到很远。酒店靠近市中心，出行很方便。早餐丰富，味道很好。入住酒店时会提供二张门卡，看上去没有区别，但是其中一张仅仅是用作房间里插卡，不能坐电梯和开门的，要注意！
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,家庭亲子,2019年04月入住,希尔顿客房,0,酒店就在大连歌剧院对面，海边广场是饭后散步的好地方，房间清洁阿姨非常热情，一看到我们回房间就问矿泉水水够不够用，不够又马上补充进来。非常愉快的一次入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,希尔顿客房,0,大连东港CBD商圈的五星级酒店之一，地理位置很棒，房间宽敞，大堂气派。出酒店不远，就可以走到海边，夏日首选酒店哦。
"位置:1.0,设施:1.0,服务:1.0,卫生:1.0",1,其它,2019年04月入住,远景大床房,0,在这种星级酒店把钱包丢了，不仅态度不好，不配合找，更可笑的是酒店的柜台监控居然什么都看不清楚，告诉我监控是跳着记录的，什么都没有录到，我觉得在这种星级酒店丢了钱包，最起码得视频监控和态度应该积极配合，可什么都没有！到最后不了了知，给大家个意见，我觉得这种酒店不住也罢！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,豪华海景客房,0,酒店地理位置离东方威尼斯水城很近，吃好晚饭看一下威尼斯水城的夜景还蛮好的 出行还挺方便的，用滴滴打车特别方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,希尔顿客房,0,酒店位置好，离海边近，一直到东方水城景色都很美，加油站也距离不远，停车很方便，这片区域人少，适合休假，周边也有大型商场。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年05月入住,希尔顿客房,0,酒店位于大连市东港商务区，与港湾特别近，高层房间海景不错。酒店设施新，服务好，房间整洁舒适。健身中心挺棒的。餐饮也挺好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年02月入住,希尔顿客房,0,早餐种类丰富，不能加床。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2019年04月入住,希尔顿客房,0,免费升级了房间，很宽敞，就是去当地的时候很冷，空调居然没有热风，最后打电话才知道，客房服务给我们提供了电暖器，还不错。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年12月入住,希尔顿客房,0,周边环境好，酒店外面风景，夜景都不错，酒店高大尚，五星酒店就是舒适，大堂漂亮，房间温馨，有机会会再住。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2019年04月入住,豪华海景客房,0,酒店靠近东港，离威尼斯水城很近，离中山广场也非常近，只是出行都需要打车公共交通不是特别方便，但是酒店靠海感觉很舒服。
"位置:4.0,设施:4.0,服务:3.0,卫生:2.0",3.3,家庭亲子,2019年03月入住,希尔顿客房,0,酒店周围环境不错，是大连比较新的区域，高端商务、金融、文化场所丰富，但找个便利店是真难。在携程看用户住的希尔顿客房很多晒图片都有朝海的房间，但前台说这个房型没有朝海的。是网友错了，还是携程错了，还是酒店错了？洗面台上的水渍很多，让人感觉没那么干净，不符合国际五星的标准。
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,其它,2018年10月入住,豪华海景客房,0,酒店位置是在金融区，高大上，不远处有迪卡侬星巴克COSTA等，离地铁口也近，想要体验当地百姓生活可以坐公交13路16路，一元大洋，非常方便。酒店对面就是海港，风景漂亮
"位置:5.0,设施:3.0,服务:5.0,卫生:4.0",4.3,情侣出游,2019年04月入住,希尔顿客房,0,前台服务人员态度很好 \n但是有缺陷 住的房间床头两个插座都是摆设 没有电 充点还需要去办公桌那块充 很不方便
"位置:5.0,设施:3.0,服务:4.0,卫生:3.0",3.8,朋友出游,2019年04月入住,希尔顿客房,0,停车挺方便，老牌五星，就是房间设备设施太旧了，入住办的有点慢，定了两个房间，当时只收拾出一间，有点麻烦。希尔顿的浴巾真的好用。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,豪华海景客房,0,五星级大酒店的设施和服务都非常好👍位置也很棒，海景房视野好，离东港音乐喷泉很近。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年01月入住,希尔顿客房,0,出差入住的，离海边近，还看到了航空母舰，和其他军舰，就是酒店周边吃饭的地方比较少，总体来说还是不错的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年10月入住,远景大床房,0,酒店位置在大连的东港 属于比较安静的区域 离会展中心地铁站也很近 房内设置舒适 卫生间很大 干湿分离 淋浴水非常大 洗澡很舒服 海景也很好。个人觉得比星海广场那里热闹的地方住的舒服 而且十一期间在大连打车也十分好打车 酒店离威尼斯水城很近。
"位置:1.0,设施:1.0,服务:2.0,卫生:2.0",1.5,代人预订,2019年03月入住,远景大床房,,洗澡时一直在和淋浴头作斗争！那根软管一点都不听话，不是对着墙就是对着门呲水，尴尬的是头顶上的大的那个还坏了：-）房间音响的插头还是10年前苹果的款式。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,远景大床房,0,酒店很贴心，升级到了三面看景的海景房。大堂非常气派，早餐品种丰盛，距离凯丹mall 步行15分钟，风情街、喷泉、国际会议中心近在咫尺，是东港旅游商务的最佳选择。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,情侣出游,2019年04月入住,希尔顿客房,0,位置挺好的，但是窗户有点太小了，总体感觉没啥惊喜，中规中矩吧，但是服务人员态度还是挺好的。停车不太方便，门口车位偏少
"位置:4.0,设施:1.0,服务:2.0,卫生:3.0",2.5,其它,2019年02月入住,远景大床房,,我在这住了三天 第一天晚上觉得冷寻思忍一下 第二天我就告诉了前台让他给我空调修一下 毕竟大冬天晚上睡觉房间里只有21度 这个是我在五星酒店从来没遇到过的问题 结果我晚上回来看到空调在嗡嗡作响 以为这么大大的空调声屋里该暖和了吧 半夜直接被冻醒 不过还好前台给我在早上6点调了 房间 我早上穿着衣服睡眼朦胧换了房间 我只想说这个住店体验真的是太差了 我可能是花钱找罪受了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年02月入住,希尔顿客房,0,基于评分选择入住希尔顿，市中心的位置，房间设施齐全，大气，虽然没有时间享受周边靠海的风景，但是已经感受到早餐服务的主动热情，一台眼，服务员便问候，需要什么帮助？推荐👍
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年09月入住,希尔顿客房,0,酒店离会议中心过个马路，音乐喷泉就在会议中心旁边，离威尼斯水城5分钟，环境很好，面朝大海，水城里吃的东西多，凱丹广场也多
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2018年11月入住,希尔顿客房,0,酒店硬件设施不错，地理位置正对会议中心，离海边挺近的，周边广场很大～～酒店前台很热情，送餐服务很好！
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,家庭亲子,2018年09月入住,希尔顿客房,0,五星级酒店，外观很大气，地理位置很好，房间相对于同等价位的酒店来说并不大，房间设施、布局也相对陈旧，毕竟年头有点久，建议重新装修，酒店前台知道我们是结婚纪念日还帮忙免费升级了房间，很贴心，，是一位姓刁的小美女，服务很赞！早餐还可以，中规中矩，有免费停车位置，车位也比较多，自驾出行比较方便，酒店离海边较近，海风会比较大。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,远景大床房,0,环境不错，春节去的时候没太多人打扰，可以直接看到大海。周围生活设施也比较齐全丰富，不远处吃喝玩乐样样齐全。是休闲度假的好去处。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年02月入住,希尔顿客房,,要特别给酒店的汤超和韩啸宇大大大大大大的赞。入住的时间是晚上而且是大年初三，房源紧张，在携程上订的无烟楼层，但是已经没房了，因为在吸烟楼层闻着很不舒服，跟韩啸宇和前台汤超说过之后，他们查看确实没空房了。本来已经放弃了。过了一会儿他们跟我说一直再给我查看，终于出来一间空房还是行政房，给我免费升级还解决了问题。很感动。在希尔顿入住最大的感受就是服务态度好，大赞👍
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,商务出差,2019年02月入住,希尔顿客房,0,可能是近新年 又是傍晚 前台的工作人员略显疲惫和冷漠。办完入住后在电梯间遇到了貌似酒店管理层人员 并没有收到预期的礼貌问候 只收到了上下打量的眼神。觉得非常失礼。试问 酒店管理层都如此 那么下层员工又会如何对待客人？ \n房间很大 很干净 设施比较新 也很温暖舒适。\n退房速度很慢。诧异的是只有我一个人办理退房手续 却用了八分钟。不过非常前台员工很nice得问了我之后的目的地 询问我是否需要帮忙叫车。记不住当时帮忙办理退房员工的名字很抱歉。总之 这次入住贵酒店比较满意。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,希尔顿客房,0,干净，整洁，床比较软。有停车场
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年08月入住,远景大床房,,大连走一圈，看到了携程⬆️90%的酒店，自己依然没有后悔订在希尔顿酒店！真心不错，没有订一方城堡也不后悔，下次有机会会依然如故！
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,家庭亲子,2019年02月入住,豪华海景客房,0,酒店位置不错，订的海景房，小朋友很喜欢，门童服务还有待进一步加强，总体还是不错。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年04月入住,远景大床房,0,大堂非常宽阔、大气！房间30多平米，宽敞、干净。卫生间宽敞，洗浴干湿分开，有淋雨和浴缸，床很大，舒服，有2个观景窗，远眺大连海景！
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,家庭亲子,2019年05月入住,希尔顿客房,0,停车很方便 房间中规中矩 距离广场很近 带孩子出去玩很方便。就是房间设计很一般，缺少一点豪华的感觉。
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2019年04月入住,希尔顿客房,0,给朋友订的酒店 总体来说还算不错 这个季节大连房价不算贵 周边环境很好 这点非常推荐
"位置:5.0,设施:3.0,服务:4.0,卫生:5.0",4.3,商务出差,2018年09月入住,希尔顿客房,,酒店环境及周边都不错，比较安静，设施也比较新，就是吃个早餐及办理入住退房手续还要排队等很久，也不知道多开几个服务窗口，小家子气，不符合五星酒店的大气风范
"位置:5.0,设施:3.0,服务:2.0,卫生:4.0",3.5,商务出差,2019年01月入住,希尔顿客房,0,办理入住的小姑娘态度很不友好，五星酒店的价格，二星酒店的服务。大床房竟然是两个单人床拼起来的，能不能告知一下，酒店房门的锁只有一个螺丝钉固定，剩余两个飞了么？吹风机还是坏的，住了两天，第二天没有护理套装，需要棉棒竟然没有。不晓得都是这种情况还是恰巧被我遇上，坚决拉黑，再也不会住了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,希尔顿客房,0,酒店工作人员，非常好，特别感谢礼宾部，去机场时把行李落到出租车上，酒店帮忙几分钟内找回，住宿和早餐，下午茶都不错，晚上的欢乐时光也挺好。
"位置:3.0,设施:3.0,服务:3.0,卫生:4.0",3.3,家庭亲子,2019年02月入住,远景大床房,0,酒店个人觉得一般
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,希尔顿客房,0,早餐特别好，每次都选希尔顿
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年01月入住,希尔顿客房,0,卫生确实挺好的了，但是！隔音是真的差……不是屋与屋之间的隔音，而且屋和走廊之间！因为房间离电梯比较近，电梯一上来时候的提示声和人说话的声音在屋里听的清清楚楚！半夜一点多了刚要睡着就能被吵醒……
"位置:3.0,设施:3.0,服务:1.0,卫生:1.0",2,其它,2019年01月入住,希尔顿客房,,酒店房间异味刺鼻  身体不适叫外卖 礼宾部堵在我房间门口要小费 住过各种酒店 从来没有被要过消费 印象深刻 wifi一直不好用 联系前台也一直没被处理 非常差的体验
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,豪华海景客房,0,还可以吧。毕竟酒店开的时间比较久了，不过服务还是可以的。底蕴还是有的，同时酒店的位置也还可以，大连不大，打车去哪都方便。
"位置:3.0,设施:4.0,服务:4.0,卫生:4.0",3.8,家庭亲子,2018年10月入住,希尔顿客房,,酒店房间挺不错的，但身为五星级酒店有些方面做得太抠了：\n1.不含早餐\n2.房间里提供的瓶装水是市面上最便宜最差的水，瓶子薄如纸，打开后轻轻一拿就扁了（好像是可口可乐的）。\n3.房间里没有抽纸\n以上这3点连快捷酒店做得都比他好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,希尔顿客房,,早餐还行，没有海鲜。分成4个订单住4天，每天问我是否退房，前台有位女同志服务态度差。
"位置:4.0,设施:4.0,服务:3.0,卫生:5.0",4,商务出差,2019年04月入住,希尔顿客房,0,靠近东港新区，环境优美
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年04月入住,希尔顿客房,0,酒店早餐还是不错的 门口的保安服务也好 都会帮你找位置停车 比较符合希尔顿的平均水平
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年04月入住,希尔顿客房,0,酒店周边步行没地方去，其他都行，自助餐厅一般般，包括早餐和晚餐都是。酒店其他就星级水平哦哦不惊也不喜。
"位置:3.0,设施:1.0,服务:1.0,卫生:1.0",1.5,朋友出游,2019年05月入住,豪华海景客房,0,押金支付只能现金或者信用卡刷卡！！！房间设施最多3星标准！关键的还满是灰尘！真的是五星？？！！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年08月入住,希尔顿客房,,房间风格非常好，干净利索。服务超级好，携程定的，不带早餐。感觉早餐应该不错，电梯是需要刷卡才能上自己住的楼层，非常安全。有独立淋浴，和浴缸，窗外风景很好。离网红歹街特别近。没事儿就可以溜达步行去就行，走路也就15分钟吧。不是快走。而且歹街吃的一点都不贵。千万不要去小店大排档，黑死你。歹街梭蟹35元一只。大排档138一斤，酒店环境很好，有独立泳池。去哪都挺方便。总之就是超级喜欢。
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,商务出差,2019年01月入住,希尔顿客房,0,本来也没抱有特别高的希望，但一进屋实在被震惊了，卫生间没有酒精擦布，强烈的下水道味道，酒店不给提供充电器只能去借共享充电宝，隔音超级差，而且不知道为什么卫生间的灯光在床头控制不了，一度怀疑自己住的是快捷酒店
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年02月入住,豪华海景客房,0,非常好，一如既往的高品质。房间干净，服务周到，早餐品种丰富，出门方便。面海，房景好，视野开阔，有汽车租赁服务。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,豪华海景客房,0,每次来大连都住在这，环境好交通方便。早餐种类不是很多，但是味道还可以。
