scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,标准大床间,0,订的标准大床房，因为第二次入住，给免费升级了豪华套间，非常棒，空间大，环境好！早餐丰富，健身房设备齐全，非常好的入住体验。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,标准双床间,0,酒店圣诞节气氛浓厚，房间干净整洁，遇到的服务员态度都很好，房间里还有小惊喜，早餐种类很多，还有华夫饼DIY区，现磨咖啡，再到大连还会选择良运大酒店
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年04月入住,标准双床间,0,这个酒店给我留下了很不错的印象。服务态度很不错，卫生条件很好，交通方便，早餐丰富，宾馆内的设施完善，很不错，下次来大连还会入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年04月入住,,0,这次入住体验相当不错。商务大床房非常宽敞，有独立衣帽间，卫生间非常大，房间干净，设施全，装修也挺新，早餐种类比较多，味道也可以，能满足我的要求，有封闭式停车场，到前台领停车券可以免费停车。地理位置很好，周边餐馆很多，基本上步行就可以，距离网红小吃街歹街非常近，距离201路区间有轨电车三八广场站也不远，开车去东港音乐喷泉广场很方便。各方面都很好，是下次来大连住宿的首选。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年10月入住,,,地铁靠的近，到东港音乐喷泉威尼斯水城只要步行，海之韵观日出三站地铁打的起步价。周围吃的都比较近，一个起步价可以到正黄旗，步行可以品海楼、东海渔港，饺子博物馆地铁两站。酒店对面有大清花水饺，胡同里海鲜等，周围600米左右就有永和豆浆和不二心包子店、幸福宫拉面等，早餐没问题，不用吃酒店千篇一律的早餐。酒店四星，管理规范。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,标准大床间,0,该酒店位置良好，位于市区之内，交通便利。跟出租车司机聊天，他们反映是市内的老酒店，口碑不错。而实际入住之后，感觉还真不错。房间干干净净，还宽敞。前台服务也到位，入住后还自带早餐。所以我个人推荐大家使用这家酒店。个人也会再次利用。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准大床间,0,早餐很丰富，酒店的位置在市中心，出行非常方便。有停车场，停车位就是比较紧张。酒店环境很好，服务很到位。我们后几天订晚了没有位置，还是服务人员帮我们调的，给一百个赞👍
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年06月入住,标准大床间,0,位置好，停车挺方便，环境比较舒服卫生也不错，前台服务态度也挺好，总之这次住的比较舒服，有需要还会在这里住！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,标准双床间,0,酒店位置很好，离2号线很近，步行10分钟就可到达。装修也挺好，符合这个标准。入住时询问是否可以换大床房，结果被告知只能重新下单！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年03月入住,单人套房,0,经常住，很好的。地理位置好，交通便利，房间大，卫生，商务间的卫生间和衣帽间非常大，住起来很舒适方便。楼下餐饮方便，附近就有个三级医院。离东港近，适合散步。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年06月入住,标准双床间,0,自助早餐，服务很好！停车方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年03月入住,标准双床间,0,除了早餐一般其他的都非常好，携程上订房既方便又省钱。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,标准大床间,0,酒店环境不错，早餐棒棒的特丰富，停车也很方便有专门停车场，有浴缸，对小朋友态度友善，很满意的一次住宿哦
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年05月入住,标准大床间,0,饭店的早餐样式很多！也挺好吃！房间卫生很干净，房间隔音效果也是不错的！很安静停车位有点少但是整体还是不错的！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,情侣出游,2019年04月入住,标准双床间,0,早餐可以、位置的话出行方便，去机场火车站都方便，去景点也可以，还有地铁。房间内洗漱用品配套设施一般。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,标准双床间,0,四星级酒店，设施服务都很棒，周边吃饭购物都很方便，总体很舒服，不错的选择，回东北过年留宿大连，找了一家离大连港比较近的宾馆，没想到价格不高住的还非常的舒心。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准大床间,0,非常满意的一次出行，酒店前台见我们带着孩子，免费升级了商务房，房间很大，设施齐全，舒适卫生，还能看到大海和漂亮的夜景，下次还会选择这里
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年09月入住,标准大床间,0,很不错的，正规的四星酒店，周边环境好，后面就是大连港，还给免费升级了房间，早餐很丰富，下次优先考虑入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,,0,酒店服务热情细致、微笑满满，预订时特意叮嘱安静环境，入住后感受确实非常安静，大人孩子休息的很好。房间设施齐全，除一般配备针线等工具外，还有视频转接线，非常便利。无线网络信号极佳，网速不错。早餐品种较为丰富，不是较为挑剔的话，应该是可以满足需求的。附近交通便利，地铁公交都近，像是歹街就在拐弯处，不需走多远就能品尝特色小吃。下次来还准备选良运。赞一个吧！
"位置:5.0,设施:4.0,服务:3.0,卫生:5.0",4.3,家庭亲子,2018年08月入住,,,酒店的优点是房间大、卫生条件好、洗澡水相当大；停车位70个，不过外包了，不是酒店的客人也可以停，所以车位还是很紧张；酒店第一天给了质量不错的拖鞋，我们住了四天，第二天就不给拖鞋了，跟房务中心索要后送来的是这种像纸片一样的拖鞋，而且后面几天也不主动给拖鞋了，这点很影响客人情绪。豪华标间的两床中间没有中控台，可以拼床。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年02月入住,标准双床间,0,房间小了点，不过这个价格能住上这样的标准已经很不错了，离威尼斯水城不远，地铁两站就到，只是这个季节外面实在有些冷😀
"位置:5.0,设施:5.0,服务:4.0,卫生:4.0",4.5,家庭亲子,2018年10月入住,豪华单人房,0,升级了商务，房间很大，早餐也还行，国庆六百多性价比算满意吧。体验较不好的如大家所说，不主动提供停车票，第一天出去交了停车费，第二天我们提前要了票。开车的朋友们记得提前要下票～
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,非常好，特别干净，前台服务很热情，周边无论是交通还是购物非常方便，几百米就是家乐福，公交站港湾桥和三八广场去哪里都很方便，打的出租车都知道这家酒店
"位置:3.0,设施:3.0,服务:4.0,卫生:3.0",3.3,商务出差,2019年03月入住,豪华单人房,0,房间价格不算便宜，单独加早餐费但，早餐价高却真的不咋滴，是否下次还继续入住，还得考虑，希望能改善。谢谢！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2019年05月入住,标准双床间,0,环境真的很高，房间也很大，孩子很喜欢！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,亲子房,0,环境非常不错的酒店，我定的亲子房，房间布置很用心，很适合一家三口出游！自助早餐也很不错，地理位置很好，离地铁站很近，周围有很多饭店，非常方便！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2019年01月入住,标准双床间,0,交通便利，服务周到，房间舒适，布草洁净，但对于每位68元的早餐从品质上还有很大的提高空间。总体上非常值得入住。
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,商务出差,2018年09月入住,标准双床间,0,酒店坐落在大连市中心，机场及火车站地铁就能直达，出行交通极为方便，酒店餐饮及附近餐饮价廉物美，是商务及居家旅行首选的宾馆。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年05月入住,,0,酒店是比较老的四星级酒店，但设施设备并不旧，服务较好，距离地铁站近，出行方便
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,其它,2019年02月入住,标准双床间,0,酒店早餐品种很多，就是有时人较多很乱！总体不错，酒店位置也很好，去机场很方便，乘地铁打车均可，适合带小孩去玩！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,标准双床间,,带爸妈孩子出门旅游，选择酒店我比较在意是否安静、卫生，之前预定早，同等价位选择的余地非常多，果断选择了良运，果然没让我失望。老四星酒店，接待、卫生环境等都不错，安排了16层的无烟房，晚上睡觉好安静的。值得一提的是前台的姑娘小伙，包括大堂都很热情，老妈一直称赞他们来着。连住了四晚，还送了一次小整服务，温馨！周边吃东西也很方便，步行去歹街品了美食小吃，还尝了路对面的大清花馆的饺子、胡同里餐饮，推荐入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年10月入住,标准大床间,0,酒店位置非常好，离地铁站走不到五分钟，公交车站三分钟，周围吃的饭店应有尽有，还有网红歹街，这站地铁人也不挤，酒店非常安静，还为我们安排了无烟楼层，特别贴心，行李也能寄存，为我们的旅程提供了很大便利。总之非常满意，下次有机会再来大连还会选择的
"位置:5.0,设施:3.0,服务:4.0,卫生:3.0",3.8,家庭亲子,2018年10月入住,标准双床间,0,早餐丰富，前台服务态度好，就是我们住的亲子房地毯不是很干净 酒店对过胡同里饭店还不错 附近有一条网红街～歹街 晚上人特别多
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,朋友出游,2018年10月入住,标准大床间,0,老酒店，传统中式厚重装修风格，中规中矩，十一入住，酒店性价比还是挺高，标准大床房可以看到东港大海，视野不错，就是设施略显老，交通也便利
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2019年01月入住,标准双床间,0,酒店毗邻三八广场、二七广场、港湾广场，地理位置好，交通便利，酒店停车也很方便。周围吃饭非常方便，酒店硬件设施不错，床品非常舒适！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,酒店总体还是不错，停车场是外包的，虽然是免费的，但是服务不是很好，希望酒店和他们协调好，省了让客人跑道！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,标准双床间,0,酒店前台服务员热情周到的服务，地理位置得天独厚去那都很方便，酒店有些老但是硬件设施一点也不老，酒店饭菜口味很好，周边也有很多吃饭的地，酒店附近有个歹街小吃街，
"位置:5.0,设施:5.0,服务:3.0,卫生:5.0",4.5,家庭亲子,2019年05月入住,标准大床间,0,退房时服务人员态度生硬，服务差。前台三个服务台只有一个人在办理业务，并不按顺序办理！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,,,我住的是亲子房，含双早，小点的孩子可以跟大人一起进去吃早饭，不需要另外收费的，房间很干净，亲子房没有浴缸，但是卫生间超级大，布局特别花心思，到处都能看见社会猪🐷，很愉快的一次入住。有几张拍的是全景图，显示的时候不知道会不会缩小。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,标准双床间,0,酒店很不错，每天都会打扫。我们第一次住房间还给免费升级了。位置也很好，出门就是网红歹街，边上饭店超级好吃，我们全家自驾过来，有免费停车位。车有状况，边上就有维修中心。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,标准双床间,0,酒店各方面都十分不错，服务上尤其好。首先感谢早上五点多为我们办理入住的值班服务人员，其次，感谢当天下午由于大雨我们被困老虎滩公园，大雨都淹到膝盖了，各种车也叫不到，俩孩子走不动了，试着找酒店，前台服务人员想尽办法把我们联系车，在酒店一位徐征经理的帮助下，我们终于安全回到酒店。真的是雪中送炭，解决了我们的燃眉之急，十分感谢！强烈推荐入住！！！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2019年06月入住,标准大床间,0,酒店位置很好 出门交通很方便 前台服务热情 给房间升了级 床很软 很舒适 卫生间宽敞 如果下次再来大连一定还会入住良运大酒店
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,其它,2018年08月入住,标准双床间,0,早餐很丰富，中西餐都有，随时补餐。卫生标准挺高，服务周到，有求必助。周边很方便，乘车路线很多，还有，住在房间可以看到海！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年01月入住,标准大床间,0,就喜欢这样新装修的，干净卫生不说，设计方面更加的合理，酒店的早餐品种齐全，味道也十分不错。下次还会再来。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年09月入住,标准双床间,0,美团购买没有包括早餐！停车方便，卫生可以，适合带孩子入住！位置优越，吃喝方便！步行到歹街5分钟，离商场也不远
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,标准双床间,0,设备很好，服务员态度很好！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,停车位基本可以满足使用，酒店服务不错！就是早餐有点让人遗憾
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年12月入住,,0,位置很好，在同一地块儿的酒店里性价比最高。早餐品种多，味道不错。房间内很卫生，舒适，还赠送了数据线小礼品。推荐！
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2018年10月入住,豪华单人房,0,早餐好呀，房间也是OK，服务方面四星应该还是有了，\n就可惜\n酒店有年头了，不如精品酒店的现代\n其他都还好，说得过去
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,酒店非常满意，物美价廉，地理位置优越，干净安静，前台严小姐和蔼可亲，有求必应，特别满意赞赞赞。
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,家庭亲子,2018年06月入住,标准双床间,0,地理位置不错，早上出去转悠居然路过歹街，看看早上的歹街也别有一番风味了，不用专门去一趟免了很多遗憾。我订的是没有早点的，查了一下附近有不二家包子店可以去吃，。\n酒店设施有点老，但是服务够专业，卫生间空间比较大，我喜欢，不过浴缸是木有的。就是住的楼层弥漫着一股杀虫剂的味道有点受不了。总体性价比还是蛮高的。\n#设施齐全# \n#房间干净# \n#绝佳位置#
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年12月入住,标准大床间,0,非常棒的酒店，十几年住良运，一贯的好。您需要的全都符合。位置在市中心，距高铁站机场都很近，闹中取静，非常值得一住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年10月入住,标准大床间,0,酒店不错停车方便，房间里干净卫生，周围吃的也多，地点很好找，国庆十一期间价格还是很美丽的，总之很满意
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2019年03月入住,标准大床间,0,16层电不好用，没有一个插头可以充电，换了房间仍没有解决，服务很好，帮我借来插头，没有耽误事儿。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,亲子房,0,带着孩子特意选择了亲子房，一张床稍大，和孩子睡不至于挤。亲子房面积不小，连住三晚，感觉不错。酒店近地铁2号线港湾站。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,,,酒店干净，早餐应该说还可以，够吃，酒店有个停车场，六日停车有点紧张！离小吃街非常近！总体满意！以后去大连还住这里！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年11月入住,标准大床间,0,酒店在市区，周边环境不错，配套设施齐全，早餐比较丰盛，来大连基本住这家，下次入住还是首选，也会推荐给别人。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年11月入住,,,对保安印象深刻。热情周到善良，为客人着想。我只是想买支笔去问路，他却主动送我一支，而且，在2支笔当中选了支最好用的。\n事情虽小，却令人感动！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,标准双床间,0,酒店环境不错 房间内设施齐全 还有免费的烘干衣服服务 酒店地理位置好 周围有很多公交线路 十分方便出行
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2019年04月入住,标准双床间,0,酒店位置非常好，步行至地铁口就5分钟。整体设施也很不错，干净卫生，整洁舒适。尤其服务非常好，前台非常耐心。早餐也还不错，品种很丰富。总之非常推荐入住，今后再来大连依然会选择良运。
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,情侣出游,2018年10月入住,豪华单人房,0,酒店客房太旧，大堂灯光暗，早餐满意，周边环境地理位置出行方便，当地朋友在包房请吃饭，感觉菜的味道和周围餐饮差距好大，没有特点，建议到外面用餐。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,标准双床间,0,标准四星酒店，房间不大但挺精致，配备小冰箱，可以冷藏食品，因为是特价房，没有早餐，交通方便，离地铁港湾广场站很近，周围有几家不错的早餐店和饭店，胡同里、大清花饺子在当地口碑不错的饭馆；距离家乐福600米吧，采购旅游干粮也很方便。
"位置:4.0,设施:5.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2018年08月入住,亲子房,0,这是一个四星酒店值得入住，酒店环境，卫生，都不错。我定的家庭房，房间空间很大，卫生间也大，唯一不足就是缺少晾晒衣服的地方。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年10月入住,,0,房间宽敞，布局合理，卫生间超大。早餐略显简单，但是品种还是够的。房间宽敞，布局合理，卫生间超大。早餐略显简单，但是品种还是够的。
"位置:5.0,设施:5.0,服务:3.0,卫生:5.0",4.5,商务出差,2019年01月入住,标准双床间,0,设施条件不错，请求前台帮忙约车时，直接告知这不是五星级酒店，没有这个业务。不是很理解。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,情侣出游,2018年10月入住,标准大床间,0,酒店服务很周到，房间里每个需要加收费的项目都会很温馨地标示出来，不会让人有要不要加收费的担忧，去的时候国庆还免费升级成商务房，房间大了一倍简直不要太爽有没有哈哈哈哈。健身房有点小，器材比较少，有点不爽的是为什么桌球和乒乓球要另收费...以后如果去大连的话还会再订这里！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2018年10月入住,标准双床间,0,十一出行，预订的这家酒店。整体特别满意。交通：市中心，地铁港湾广场站下，步行几百米吧，周围也有公交站特别方便。离歹街只有两三百米，虽说相比中原小吃街差点。十五库，日本风情街，俄罗斯风情街都不远。附近还有个家乐福超市，特别方便。酒店设施房间比较大，隔音效果特别好，酒店内居然准备了电子秤，是怕我长胖吗😊
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年10月入住,标准双床间,0,和朋友一起旅游订的 很好 开心\n能看到海 很愉快\n希望还能和她有机会一起去旅游，对了，我觉得前台的小姐姐人也很好 很开心\n哈哈哈哈哈哈哈哈哈哈哈哈就是那个房卡有时候会没磁，需要充，但是前台真的超好给了我们几张
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,酒店位置佳，出行非常方便，吃饭也方便。离店后，可以把行李放礼宾部，然后订个携程行李寄送服务，可以把行李在规定时间送至机场和火车站，大大方便我们晚班飞机的游客，可我们多出大半天的游玩时间。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,,0,两大一小住的顶层商务房，挺宽敞，房间也挺舒适。自助早餐的话这个价格能吃到这些也还行了。入住期间提的意见也给很快解决了，总之感觉还不错。另外，酒店位置很好，去哪玩都挺方便的。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年07月入住,亲子房,0,一次很好的入住体验，房间大，设施全，布置的很用心，满足了孩子的少女心，去的几天大连市天气不好，住的好弥补了一些遗憾，会推荐给朋友
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2018年10月入住,标准双床间,0,房间有采光玻璃窗，但是不能通风，呆在房间里，感觉空气不太好，前台服务员有点少，入住等了数十分钟，而且是不是穿插办理新退房的客人。
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2018年06月入住,标准双床间,0,这两年出差大连住的次数最多的就是良运酒店了，对它的印象一直都不错。平时都是晚上才到酒店，起早就退房了，难得细心一次，早上起床拉开窗帘坐在书桌前，对书桌上的灰尘给弄伤心了，好像这里很久很久没有人住了一样，珍惜希望酒店的卫生管理能够加强，注重细节。期待酒店的改善，下次入住继续点评。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年08月入住,豪华单人房,,自带停车场 入住免费停放 地点好服务好 豪华房宽敞舒适 不错的体验
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年09月入住,标准大床间,0,很好，成功的把我从其它酒店勾引到他家了……已经第三次入住，在前台入住时，希望他们给我靠海的房间，结果不仅同意我的要求还给我免费升级了房间....很不错
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,其它,2019年02月入住,标准双床间,0,有停车场，酒店位置离大连港很近，如果第二天要坐船是非常不错的选择。
"位置:5.0,设施:3.0,服务:4.0,卫生:4.0",4,家庭亲子,2018年10月入住,标准大床间,0,说实话酒店真的不怎么样，带着孩子来的，房间很小设施很旧的感觉，完全对不起458的价格。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年09月入住,,0,度假入住3晚，酒店设施齐全，特别是淋浴设备性能优越，出水量大，水温适中，非常舒服，能够快速解除疲劳。酒店周围吃喝玩乐齐全方便，小到小吃街，大到品海口，分分钟走到，满足了吃货的需求，另外酒店的早餐相当不错，中西口味都有，非常满意。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年09月入住,标准双床间,0,选择这家酒店是因为订酒店之前曾经电话前台咨询酒店方位及周边配套设施，接电话人员服务态度很好，很详细给我做了介绍，并且还预留微信方便后期跟进。并且住酒店当天办手续这位前台接待员很快的认出了我，为我们节约了很多时间！特别要表扬这位前台人员，工号是80037！还有一位酒店的19层楼层服务人员，工号好像是51009，是一个带眼镜的大姐，看到我们带小孩特别关照，服务也特别好。出门在外非常感谢酒店工作人员给予的照顾！我们是家庭游玩，酒店很便利，我们在当地租的车，停车场可以免费使用，总体很不错！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年10月入住,,0,酒店位置很好，附近打车公交方便，附近有很多美食，推荐东海渔村，老云龙烤肉。酒店房间干净敞亮，但是不能开窗通风有点麻烦。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2019年05月入住,标准双床间,0,酒店很好，位置环境服务都棒，以后还会继续光顾！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2018年10月入住,标准双床间,0,据说是老牌酒店，酒店人员服务热情，第一天给免费升级了套房，套房真的是超棒，唯有不足只赠送单份早餐。希望后期改进。
"位置:5.0,设施:4.0,服务:3.0,卫生:4.0",4,家庭亲子,2018年10月入住,标准双床间,0,酒店门前有停车场，不过不是很多，估计旺季就紧张了，没有保安给你引导，全都自己来。服务中规中矩，你不吭声也没人理你。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2018年10月入住,标准双床间,0,属于比较老的四星级酒店，因为是自驾游，所以选了有停车场的酒店。周边挺繁华的，离歹街很近，但是星海广场这些景点都比较远。
"位置:4.0,设施:3.0,服务:5.0,卫生:5.0",4.3,家庭亲子,2018年10月入住,,0,酒店设施相对有点旧，卫生可以，出行方便，定的豪华商务大床房，还送了洗衣券，不过没用上。整体满意，性价比还可以。
